"plotID","subplotID1","subplotID2"
"JERC_047",23,21
"JERC_048",21,39
"JERC_049",21,39
"JERC_050",23,21
"JERC_051",21,39
"JERC_052",21,39
"JERC_053",21,41
"JERC_054",21,39
"JERC_055",39,41
"JERC_056",39,41
"JERC_057",23,41
"JERC_058",23,21
"JERC_059",39,41
"JERC_060",23,41
"JERC_061",23,21
"JERC_062",39,41
"JERC_063",21,23
"JERC_064",39,21
"JERC_065",23,39
"JERC_066",39,21
