"plotID","subplotID1","subplotID2"
"OSBS_025",41,23
"OSBS_026",21,41
"OSBS_027",39,41
"OSBS_028",41,23
"OSBS_029",39,21
"OSBS_030",39,41
"OSBS_031",41,23
"OSBS_032",39,21
"OSBS_033",21,41
"OSBS_034",41,21
"OSBS_035",41,23
"OSBS_036",41,39
"OSBS_037",39,21
"OSBS_038",23,41
"OSBS_039",21,41
"OSBS_040",39,21
"OSBS_041",23,41
"OSBS_042",21,41
"OSBS_043",23,39
"OSBS_044",39,41
