"plotID","subplotID1","subplotID2"
"TALL_051",21,39
"TALL_044",39,23
"TALL_054",21,39
"TALL_047",21,41
"TALL_042",39,23
"TALL_056",21,41
"TALL_050",21,41
"TALL_061",39,21
"TALL_046",23,21
"TALL_043",23,41
"TALL_045",41,39
"TALL_055",39,41
"TALL_060",23,41
"TALL_049",21,41
"TALL_053",41,39
"TALL_057",23,41
"TALL_052",21,41
"TALL_048",21,39
"TALL_059",21,41
"TALL_058",39,21
