"clipID","subplotID","xCoord","yCoord","status","eventDate"
"CPER_038_126",NA,9.7,10.5,"",""
"CPER_038_174",NA,15.7,13.5,"",""
"CPER_038_097",NA,13.2,7.5,"",""
"CPER_038_162",NA,9.7,13.5,"",""
"CPER_038_135",NA,14.2,10.5,"",""
"CPER_038_117",NA,5.2,10.5,"",""
"CPER_038_092",NA,10.7,7.5,"",""
"CPER_038_044",NA,4.7,4.5,"",""
"CPER_038_069",NA,17.2,4.5,"",""
"CPER_038_204",NA,12.7,16.5,"",""
"CPER_038_186",NA,3.7,16.5,"",""
"CPER_038_209",NA,15.2,16.5,"",""
"CPER_038_200",NA,10.7,16.5,"",""
"CPER_038_039",NA,2.2,4.5,"",""
"CPER_038_041",NA,3.2,4.5,"",""
"CPER_038_199",NA,10.2,16.5,"",""
"CPER_038_066",NA,15.7,4.5,"",""
"CPER_038_031",NA,16.2,1.5,"",""
"CPER_038_155",NA,6.2,13.5,"",""
"CPER_038_099",NA,14.2,7.5,"",""
"CPER_038_152",NA,4.7,13.5,"",""
"CPER_038_176",NA,16.7,13.5,"",""
"CPER_038_102",NA,15.7,7.5,"",""
"CPER_038_205",NA,13.2,16.5,"",""
"CPER_038_009",NA,5.2,1.5,"",""
"CPER_038_172",NA,14.7,13.5,"",""
"CPER_038_169",NA,13.2,13.5,"",""
"CPER_038_118",NA,5.7,10.5,"",""
"CPER_038_136",NA,14.7,10.5,"",""
"CPER_038_121",NA,7.2,10.5,"",""
"CPER_038_114",NA,3.7,10.5,"",""
"CPER_038_101",NA,15.2,7.5,"",""
"CPER_038_020",NA,10.7,1.5,"",""
"CPER_038_052",NA,8.7,4.5,"",""
"CPER_038_175",NA,16.2,13.5,"",""
"CPER_038_138",NA,15.7,10.5,"",""
"CPER_038_010",NA,5.7,1.5,"",""
"CPER_038_063",NA,14.2,4.5,"",""
"CPER_038_161",NA,9.2,13.5,"",""
"CPER_038_208",NA,14.7,16.5,"",""
"CPER_038_159",NA,8.2,13.5,"",""
"CPER_038_203",NA,12.2,16.5,"",""
"CPER_038_040",NA,2.7,4.5,"",""
"CPER_038_014",NA,7.7,1.5,"",""
"CPER_038_193",NA,7.2,16.5,"",""
"CPER_038_016",NA,8.7,1.5,"",""
"CPER_038_124",NA,8.7,10.5,"",""
"CPER_038_054",NA,9.7,4.5,"",""
"CPER_038_179",NA,18.2,13.5,"",""
"CPER_038_055",NA,10.2,4.5,"",""
"CPER_038_154",NA,5.7,13.5,"",""
"CPER_038_190",NA,5.7,16.5,"",""
"CPER_038_123",NA,8.2,10.5,"",""
"CPER_038_030",NA,15.7,1.5,"",""
"CPER_038_151",NA,4.2,13.5,"",""
"CPER_038_177",NA,17.2,13.5,"",""
"CPER_038_141",NA,17.2,10.5,"",""
"CPER_038_051",NA,8.2,4.5,"",""
"CPER_038_178",NA,17.7,13.5,"",""
"CPER_038_188",NA,4.7,16.5,"",""
"CPER_038_144",NA,18.7,10.5,"",""
"CPER_038_028",NA,14.7,1.5,"",""
"CPER_038_083",NA,6.2,7.5,"",""
"CPER_038_047",NA,6.2,4.5,"",""
"CPER_038_163",NA,10.2,13.5,"",""
"CPER_038_145",NA,1.2,13.5,"",""
"CPER_038_147",NA,2.2,13.5,"",""
"CPER_038_170",NA,13.7,13.5,"",""
"CPER_038_173",NA,15.2,13.5,"",""
"CPER_038_116",NA,4.7,10.5,"",""
"CPER_038_189",NA,5.2,16.5,"",""
"CPER_038_077",NA,3.2,7.5,"",""
"CPER_038_071",NA,18.2,4.5,"",""
"CPER_038_134",NA,13.7,10.5,"",""
"CPER_038_207",NA,14.2,16.5,"",""
"CPER_038_049",NA,7.2,4.5,"",""
"CPER_038_167",NA,12.2,13.5,"",""
"CPER_038_037",NA,1.2,4.5,"",""
"CPER_038_007",NA,4.2,1.5,"",""
"CPER_038_076",NA,2.7,7.5,"",""
"CPER_038_019",NA,10.2,1.5,"",""
"CPER_038_015",NA,8.2,1.5,"",""
"CPER_038_195",NA,8.2,16.5,"",""
"CPER_038_166",NA,11.7,13.5,"",""
"CPER_038_091",NA,10.2,7.5,"",""
"CPER_038_160",NA,8.7,13.5,"",""
"CPER_038_150",NA,3.7,13.5,"",""
"CPER_038_201",NA,11.2,16.5,"",""
"CPER_038_153",NA,5.2,13.5,"",""
"CPER_038_196",NA,8.7,16.5,"",""
"CPER_038_070",NA,17.7,4.5,"",""
"CPER_038_122",NA,7.7,10.5,"",""
"CPER_038_073",NA,1.2,7.5,"",""
"CPER_038_053",NA,9.2,4.5,"",""
"CPER_038_042",NA,3.7,4.5,"",""
"CPER_038_210",NA,15.7,16.5,"",""
"CPER_038_156",NA,6.7,13.5,"",""
"CPER_038_197",NA,9.2,16.5,"",""
"CPER_038_143",NA,18.2,10.5,"",""
"CPER_038_157",NA,7.2,13.5,"",""
"CPER_038_180",NA,18.7,13.5,"",""
"CPER_038_062",NA,13.7,4.5,"",""
"CPER_038_146",NA,1.7,13.5,"",""
"CPER_038_027",NA,14.2,1.5,"",""
"CPER_038_064",NA,14.7,4.5,"",""
"CPER_038_046",NA,5.7,4.5,"",""
"CPER_038_050",NA,7.7,4.5,"",""
"CPER_038_065",NA,15.2,4.5,"",""
"CPER_038_022",NA,11.7,1.5,"",""
"CPER_038_082",NA,5.7,7.5,"",""
"CPER_038_148",NA,2.7,13.5,"",""
"CPER_038_012",NA,6.7,1.5,"",""
"CPER_038_191",NA,6.2,16.5,"",""
"CPER_038_139",NA,16.2,10.5,"",""
"CPER_038_025",NA,13.2,1.5,"",""
"CPER_038_059",NA,12.2,4.5,"",""
"CPER_038_125",NA,9.2,10.5,"",""
"CPER_038_120",NA,6.7,10.5,"",""
"CPER_038_119",NA,6.2,10.5,"",""
"CPER_038_206",NA,13.7,16.5,"",""
"CPER_038_017",NA,9.2,1.5,"",""
"CPER_038_043",NA,4.2,4.5,"",""
"CPER_038_142",NA,17.7,10.5,"",""
"CPER_038_137",NA,15.2,10.5,"",""
"CPER_038_194",NA,7.7,16.5,"",""
"CPER_038_093",NA,11.2,7.5,"",""
"CPER_038_060",NA,12.7,4.5,"",""
"CPER_038_057",NA,11.2,4.5,"",""
"CPER_038_165",NA,11.2,13.5,"",""
"CPER_038_095",NA,12.2,7.5,"",""
"CPER_038_198",NA,9.7,16.5,"",""
"CPER_038_029",NA,15.2,1.5,"",""
"CPER_038_045",NA,5.2,4.5,"",""
"CPER_038_100",NA,14.7,7.5,"",""
"CPER_038_058",NA,11.7,4.5,"",""
"CPER_038_078",NA,3.7,7.5,"",""
"CPER_038_211",NA,16.2,16.5,"",""
"CPER_038_168",NA,12.7,13.5,"",""
"CPER_038_048",NA,6.7,4.5,"",""
"CPER_038_023",NA,12.2,1.5,"",""
"CPER_038_171",NA,14.2,13.5,"",""
"CPER_038_074",NA,1.7,7.5,"",""
"CPER_038_081",NA,5.2,7.5,"",""
"CPER_038_068",NA,16.7,4.5,"",""
"CPER_038_098",NA,13.7,7.5,"",""
"CPER_038_061",NA,13.2,4.5,"",""
"CPER_038_067",NA,16.2,4.5,"",""
"CPER_038_103",NA,16.2,7.5,"",""
"CPER_038_018",NA,9.7,1.5,"",""
"CPER_038_011",NA,6.2,1.5,"",""
"CPER_038_115",NA,4.2,10.5,"",""
"CPER_038_013",NA,7.2,1.5,"",""
"CPER_038_149",NA,3.2,13.5,"",""
"CPER_038_158",NA,7.7,13.5,"",""
"CPER_038_024",NA,12.7,1.5,"",""
"CPER_038_202",NA,11.7,16.5,"",""
"CPER_038_164",NA,10.7,13.5,"",""
"CPER_038_026",NA,13.7,1.5,"",""
"CPER_038_021",NA,11.2,1.5,"",""
"CPER_038_006",NA,3.7,1.5,"",""
"CPER_038_072",NA,18.7,4.5,"",""
"CPER_038_008",NA,4.7,1.5,"",""
"CPER_038_096",NA,12.7,7.5,"",""
"CPER_038_038",NA,1.7,4.5,"",""
"CPER_038_140",NA,16.7,10.5,"",""
"CPER_038_094",NA,11.7,7.5,"",""
"CPER_038_075",NA,2.2,7.5,"",""
"CPER_038_192",NA,6.7,16.5,"",""
"CPER_038_056",NA,10.7,4.5,"",""
"CPER_038_080",NA,4.7,7.5,"",""
"CPER_038_187",NA,4.2,16.5,"",""
"CPER_038_079",NA,4.2,7.5,"",""
