stemID,species,dbh.cm,xdist,ydist,Jenkins_type
1405,TABR,7.3,382.75,166,tf
1406,TABR,7.1,384.67,164.92,tf
1408,TSHE,21.8,392.02,157.78,tf
1409,THPL,113,394.7,155.82,cl
1410,TSHE,19,383.49,167.95,tf
1411,TSHE,90.2,383.58,168.58,tf
1412,ABAM,7.1,380.47,172.49,tf
1413,TSHE,39.1,390.44,162.97,tf
1414,TSHE,22.4,396.58,154.73,tf
1416,TSHE,13.4,389.92,169.38,tf
1417,TABR,8.5,388.84,171.18,tf
1419,TSHE,10.2,390.56,169.45,tf
1420,TSHE,18.7,395.15,159.87,tf
1421,THPL,92.1,396.56,157.19,cl
1422,TSHE,18.7,394.61,163.64,tf
1424,TSHE,36.8,393.25,168.21,tf
1426,TSHE,7.3,395.43,168,tf
1427,TSHE,16.5,396.58,164.38,tf
1429,TSHE,57.8,400,168.63,tf
1430,ABAM,7.1,396.98,198.5,tf
1431,TSHE,7.9,395,125.51,tf
1432,TSHE,14.4,377.23,125.72,tf
1433,TSHE,91,375.53,129.62,tf
1434,TSHE,8.6,378.35,128.65,tf
1435,TSHE,16.8,385.11,127.6,tf
1436,TSHE,77.2,389.99,126.59,tf
1437,TABR,6.7,391.26,126.77,tf
1438,PSME,103.5,385.6,130.09,pm
1440,TABR,6,380.28,133.02,tf
1441,TSHE,13,388.84,131.94,tf
1442,TSHE,72.4,398,126.47,tf
1443,TSHE,38.1,398.53,125.86,tf
1444,TSHE,9.4,376.99,138.42,tf
1445,TSHE,9.7,384.84,135.02,tf
1446,TSHE,35.4,375.16,142.23,tf
1447,TSHE,19,380.7,138.86,tf
1448,TSHE,23,382.76,139.99,tf
1450,TSHE,83.6,385.13,142.46,tf
1451,TSHE,64.4,388.97,137.76,tf
1452,TSHE,14.5,389.05,137.48,tf
1453,TSHE,19,393.81,132.05,tf
1454,TSHE,34.2,383.95,144.43,tf
1455,TSHE,77.7,378.72,149.68,tf
1456,TSHE,69.5,389.35,140.69,tf
1457,TSHE,17,392.71,138.6,tf
1458,TSHE,62.1,391.83,149.44,tf
1463,TSHE,85,399.73,141.74,tf
1464,TSHE,9.9,387.56,100.05,tf
1465,TABR,32.7,384.86,100.52,tf
1467,TSHE,62.8,375.75,100.9,tf
1468,TABR,17.9,375.97,103.98,tf
1469,TSHE,6,387.09,102.23,tf
1470,TSHE,17.7,391.14,103.01,tf
1471,TSHE,24.5,393.68,102.47,tf
1472,TSHE,6.6,384.84,105.88,tf
1473,TABR,9.4,386.99,106.13,tf
1474,PSME,123.5,381.12,107.76,pm
1475,TABR,14.6,377.4,109.08,tf
1476,CONU,7.3,376.68,111.14,mh
1477,TABR,12.9,381.26,110.55,tf
1479,TSHE,9.9,397.79,100.97,tf
1480,TABR,17.5,391.81,107.8,tf
1482,TSHE,84,382.19,113.62,tf
1483,TABR,10,380.02,116.86,tf
1484,TSHE,25.7,375.71,123.48,tf
1485,TSHE,13.7,382.89,116.83,tf
1486,TSHE,6,383.92,116.41,tf
1487,TSHE,16.5,385.05,114.95,tf
1488,TABR,6.3,381.63,120.27,tf
1489,TSHE,22.7,381.24,121.06,tf
1490,TABR,10.3,387.36,115.62,tf
1491,TABR,16.3,388.7,113.92,tf
1492,TABR,16.6,391.39,109.92,tf
1493,TSHE,64.5,383.67,120.14,tf
1494,TSHE,15.7,381.9,124.5,tf
1495,TSHE,12,381.91,124.33,tf
1496,TSHE,70.5,382.71,123.86,tf
1497,TABR,7.8,388,116.36,tf
1498,TSHE,35.3,388.26,116.97,tf
1500,TSHE,28.3,385.23,122.62,tf
1503,TABR,10.6,394.26,120.05,tf
1504,TABR,11.9,395.24,116.84,tf
1505,TSHE,42.7,395.94,114.78,tf
1506,TSHE,44.5,397.76,108.17,tf
1507,THPL,24.8,397.02,124.77,cl
1508,TSHE,81.1,360.18,101.63,tf
1509,TABR,22.3,351.89,100.53,tf
1510,TSHE,34.6,353.41,104.52,tf
1511,TSHE,17.9,351.96,104.84,tf
1512,TSHE,76.1,352.39,106.34,tf
1513,PSME,107.6,356.45,107.07,pm
1516,TABR,6.1,351.02,114.48,tf
1517,PSME,96.5,350.62,116.65,pm
1518,TABR,10.4,353.95,117.89,tf
1519,TABR,22.9,361.28,109.4,tf
1523,TABR,12.6,361.45,114.31,tf
1524,TABR,14.9,362.29,114.03,tf
1526,TABR,12.2,359.53,117.9,tf
1527,TABR,15.7,355.58,121.71,tf
1528,TSHE,60.1,353.74,123.15,tf
1531,TSHE,99,370.83,107.63,tf
1532,TSHE,34,370.6,106.64,tf
1533,TABR,14.8,373.8,102.08,tf
1534,TABR,10.2,363.71,117.5,tf
1535,TSHE,28.4,363.78,119.11,tf
1536,TSHE,7.4,365.31,116.52,tf
1537,TABR,13.9,362.13,125,tf
1539,TSHE,22,369.69,117.09,tf
1540,TSHE,7.6,371.86,113,tf
1541,TSHE,5.5,372.51,111.72,tf
1543,TSHE,10.2,371.51,122.91,tf
1546,TABR,6.1,333.59,101.61,tf
1548,TSHE,38.3,326.56,105.94,tf
1549,TSHE,19.9,337.55,103.99,tf
1550,TSHE,44.1,335.39,105.58,tf
1551,TSHE,9,331.68,106.85,tf
1552,TSHE,61.5,328.2,110.01,tf
1553,TSHE,12.7,328.4,110.65,tf
1554,TSHE,27.4,329.26,110.39,tf
1555,TSHE,55.8,338.28,105.81,tf
1558,TSHE,20.6,330.21,112.11,tf
1560,TSHE,19.4,336.15,111.36,tf
1561,TABR,8.1,325.74,120.41,tf
1562,TABR,12.1,335.97,113.23,tf
1564,TSHE,40.6,334.43,114.63,tf
1565,TABR,12.2,344.91,104.84,tf
1567,TSHE,8.5,348.21,102.1,tf
1568,TSHE,67.5,332.15,118.13,tf
1570,TSHE,38,332.5,121.15,tf
1571,TSHE,17.4,337.17,115.19,tf
1572,TSHE,14.3,338.28,114.39,tf
1573,TSHE,34.2,338.87,116.69,tf
1574,PIMO,36,340.49,114.5,pi
1575,TSHE,19.6,340.84,114.14,tf
1576,TSHE,18.4,338.4,120.11,tf
1577,TSHE,9.1,341.6,121.29,tf
1578,TSHE,10.8,341.48,123.31,tf
1579,TSHE,6.3,342.6,121.88,tf
1580,TSHE,11.1,344.22,122.26,tf
1581,TSHE,75.7,346.23,113.19,tf
1582,PSME,110.5,345.33,121.86,pm
1583,TSHE,13.8,346.83,122.56,tf
1584,TSHE,8.5,349.3,122.94,tf
1585,TSHE,7.7,349.75,120.35,tf
1586,PIMO,60,314.95,100.07,pi
1587,TSHE,11.6,301.23,101.69,tf
1588,TSHE,42,315.01,100.94,tf
1589,TSHE,11.1,310.28,102.66,tf
1591,TSHE,28.2,306.55,106.3,tf
1592,TSHE,73.7,300.74,111.25,tf
1593,TSHE,11.4,306.35,110.12,tf
1596,TSHE,60.4,307.88,111.39,tf
1597,TSHE,68.4,308.92,111.99,tf
1598,TSHE,17.6,313.02,108.67,tf
1599,TSHE,47.2,304.04,117.36,tf
1600,TSHE,49.2,300.49,123.66,tf
1601,ABAM,6,309.43,117.97,tf
1602,TSHE,45,312.32,114.39,tf
1604,TSHE,68.9,320.94,106.2,tf
1606,TSHE,18.6,321.7,106.69,tf
1608,TSHE,14.7,319.55,110.55,tf
1609,TSHE,88.2,316.54,117.42,tf
1615,TSHE,52,323.11,107.32,tf
1616,TSHE,9.5,323.77,115.5,tf
1617,TSHE,12.6,314.29,123.72,tf
1619,TSHE,23.5,349.8,113.83,tf
1636,TABR,8.3,308.29,156.43,tf
1637,TABR,13,324.71,157.46,tf
1640,TABR,9.1,362.29,114.03,tf
1641,TABR,12,353.95,117.89,tf
1643,TABR,7.3,380.28,133.02,tf
2001,TSHE,6.7,284.05,176.66,tf
2002,TSHE,87,279.23,178.54,tf
2004,TABR,6.4,275.51,183.64,tf
2005,TSHE,6.5,292.85,177.4,tf
2006,THPL,98,291.49,178.26,cl
2007,TSHE,7.2,292.65,178.45,tf
2009,TSHE,5.6,287.47,181.04,tf
2010,TSHE,10.9,288.3,181.64,tf
2011,TSHE,7.5,279.64,185.7,tf
2012,TABR,10.6,279.98,185.74,tf
2013,ABAM,8,281.75,187.06,tf
2014,TSHE,25,288.9,183.41,tf
2015,TSHE,10.2,289.13,183.62,tf
2016,TSHE,34.8,292.14,184.05,tf
2017,TSHE,5.5,291.24,185.82,tf
2019,TABR,11.4,281.73,193.64,tf
2020,TSHE,16.4,290.41,189.6,tf
2023,TSHE,6.5,290.98,189.96,tf
2024,TSHE,20,291.57,189.45,tf
2025,TSHE,45.7,286.09,198.41,tf
2028,ABGR,79.5,294.37,187.14,tf
2029,TSHE,57.1,292.85,192.5,tf
2031,TABR,11,298.26,186.09,tf
2032,TSHE,8.4,297.8,189.36,tf
2033,TSHE,9.5,299.12,188.69,tf
2034,PSME,115.5,298.77,190.04,pm
2035,TABR,14,298.66,191.31,tf
2036,TSHE,31.7,287.24,150.27,tf
2038,ABAM,9.2,283.5,149.86,tf
2039,ABAM,5.4,279.37,151.5,tf
2040,TSHE,90,277.86,154.1,tf
2041,TABR,12.8,290.03,151.49,tf
2042,TSHE,17.2,276.98,158.92,tf
2043,TSHE,8.2,276.57,162.25,tf
2044,ABAM,5.7,282.52,157.46,tf
2046,TSHE,6.5,285.09,158.57,tf
2047,TSHE,38.1,285.65,158.64,tf
2048,TSHE,6.7,281.12,163.1,tf
2051,THPL,23.3,276.68,170.96,cl
2052,TSHE,66,279.89,171.5,tf
2053,CONU,7.2,285.45,166.4,mh
2054,TSHE,82.8,290.47,160.61,tf
2056,TABR,5.9,288.32,167.08,tf
2058,TABR,10.3,292.2,169.6,tf
2061,TSHE,10.9,297.82,155.12,tf
2062,ABAM,6.2,295.03,166.74,tf
2063,TSHE,33.5,298.08,160.16,tf
2064,TSHE,30.1,299.35,154.31,tf
2065,TSHE,56.6,299.46,154.61,tf
2066,TSHE,20.6,264.74,150.22,tf
2068,TSHE,37.3,256.81,151.22,tf
2069,TSHE,14.2,253.06,152.5,tf
2072,ABAM,6.6,257.64,155.06,tf
2074,TSHE,55.2,254.23,156.74,tf
2075,TSHE,25.2,252.4,158.68,tf
2076,TABR,9.8,251.81,160.05,tf
2081,TSHE,9.2,261.94,157.9,tf
2082,TSHE,13.9,267.83,154.25,tf
2083,TABR,8.5,256.97,161.96,tf
2084,TSHE,6,256.15,163.93,tf
2086,TABR,16.5,257.89,164.7,tf
2088,TSHE,12.3,260.9,162.93,tf
2089,TABR,10.2,253.55,168.26,tf
2090,ABAM,6.1,254.64,169.9,tf
2093,TSHE,7.3,255.69,171.47,tf
2094,ABGR,28.9,257.11,170.07,tf
2095,TSHE,22.8,262.74,164.23,tf
2096,TSHE,11,266.02,160.14,tf
2097,TSHE,19.9,260.85,168.36,tf
2098,ABAM,7,255.55,174.32,tf
2099,TSHE,6.3,259.07,172.5,tf
2100,ABGR,39.6,262.78,167.34,tf
2101,PSME,119,259.98,172.49,pm
2104,TSHE,57.5,269.7,157.88,tf
2105,TSHE,39.1,273.3,153.81,tf
2107,TSHE,12.6,264.39,170.59,tf
2108,PSME,144.4,265.31,170.03,pm
2109,TSHE,6.7,265.3,170.88,tf
2113,TABR,12.8,270.8,164.47,tf
2114,TABR,8.1,267.59,173.74,tf
2116,TSHE,11.4,269.05,173.52,tf
2117,TABR,6.5,270.39,171.26,tf
2118,TSHE,7,272.59,161.62,tf
2119,TSHE,105,275.19,170.63,tf
2120,PSME,106,258.14,176.31,pm
2121,TSHE,23.7,254.13,176.52,tf
2122,TSHE,8.1,254.6,176.68,tf
2124,TSHE,13.5,253.53,178.22,tf
2125,TSHE,26.6,262.44,178.62,tf
2126,TABR,11,264.37,178.14,tf
2127,TSHE,63.6,250.19,185.46,tf
2128,TSHE,13,261.15,181.23,tf
2129,TSHE,8.7,274.46,175.2,tf
2130,TSHE,40.5,267.06,180.13,tf
2131,TSHE,73.1,265.71,180.87,tf
2132,TABR,7,265.46,181.6,tf
2134,TABR,13.6,254.13,187.07,tf
2135,CONU,7.6,253.28,187.74,mh
2138,PSME,89.9,253.21,195.62,pm
2139,TABR,10.2,261.33,187.32,tf
2140,TSHE,21.3,259.93,189.14,tf
2142,ABAM,19.2,260.87,191.63,tf
2143,TSHE,12,265.64,186.86,tf
2144,TABR,12,252.42,198.75,tf
2145,TABR,8.2,252.25,198.92,tf
2146,ABAM,6,258.51,198.22,tf
2147,TSHE,32.4,269.96,186.03,tf
2148,TSHE,109.8,268.34,197.92,tf
2149,TSHE,25.4,271.7,195.67,tf
2151,TABR,6.8,273.3,192.98,tf
2152,TSHE,32.8,272.25,186.14,tf
2153,TABR,12.6,272.78,187.11,tf
2154,TABR,16.2,274.07,188.69,tf
2155,TABR,5.1,274.59,188.66,tf
2156,THPL,9.6,274.18,177.52,cl
2158,TABR,23.1,293.34,125.76,tf
2159,TSHE,20,275.13,125.67,tf
2160,ABAM,6,276.03,127.6,tf
2161,TSHE,13.3,278.66,127.2,tf
2162,TSHE,9.5,279.2,130.82,tf
2163,ABAM,7.8,275.67,134.76,tf
2165,TABR,11.7,287.05,128.8,tf
2166,ABAM,6.3,290.06,127.8,tf
2167,TSHE,45,285.73,132.57,tf
2168,PSME,125.5,282.47,134.36,pm
2169,TABR,29.1,278.33,135.75,tf
2170,TSHE,5.6,276.27,137.28,tf
2171,ABAM,17.5,276.17,139.54,tf
2172,ABAM,21.3,277.72,140.97,tf
2173,PSME,122.3,280.81,139.74,pm
2174,ABAM,7.3,288.44,132.58,tf
2176,ABAM,7.6,276.16,149.26,tf
2177,ABAM,10.1,277.93,148.43,tf
2178,TSHE,29.9,281.19,143.48,tf
2179,ABAM,13.3,280.23,147.27,tf
2181,PSME,73.9,285.41,139.53,pm
2182,ABAM,5.4,285.22,141.68,tf
2183,TSHE,6.4,285.29,143.3,tf
2185,PSME,101.5,288.53,144.35,pm
2186,ABAM,22.1,289.67,147.53,tf
2188,TSHE,98.4,296.81,132.62,tf
2189,TABR,17.9,291.67,145.03,tf
2190,TABR,14.7,292.37,145.21,tf
2191,ABAM,19.9,295.19,142.75,tf
2192,TSHE,9.9,300,146.07,tf
2193,TSHE,14.5,256.01,125.52,tf
2196,TSHE,22.1,253.89,130.93,tf
2197,TSHE,30,258.01,128.99,tf
2198,TSHE,13.2,260.53,127.21,tf
2199,ABAM,10.4,263.17,127.14,tf
2200,TSHE,14.6,264.51,126.59,tf
2201,ABAM,11.3,268.69,125.23,tf
2202,ABPR,66.5,266.99,126.35,tf
2203,TSHE,20.5,261.11,129.52,tf
2205,TSHE,5.2,255.37,133.14,tf
2206,ABAM,12.7,252.47,135.48,tf
2209,ABAM,17.8,266.83,129.82,tf
2210,ABAM,6.4,270.02,127.34,tf
2211,ABAM,10.3,270.79,128.53,tf
2212,ABAM,5.6,265.61,131.96,tf
2213,TSHE,21.2,257.05,136.9,tf
2215,TSHE,6,256.02,138.92,tf
2216,THPL,34,251.95,142.15,cl
2217,TSHE,33,257.38,139.27,tf
2218,PSME,65.8,261.54,135.96,pm
2219,PSME,125.8,264.35,135.08,pm
2220,TSHE,15.4,264.29,136.27,tf
2221,TSHE,7.3,268.21,131.64,tf
2222,ABAM,7.9,272.49,127.87,tf
2223,ABAM,11.4,271.24,129.73,tf
2224,TSHE,26.2,263.05,138.64,tf
2226,PSME,74,255.21,145.28,pm
2227,TSHE,37,251.65,147.22,tf
2230,PSME,139.5,266.49,139.92,pm
2231,TSHE,12.4,270.39,134.6,tf
2233,TABR,13.9,258.2,149.58,tf
2235,TSHE,6,263.97,147.82,tf
2236,TSHE,5.3,263.83,148.57,tf
2237,TSHE,26.3,264.05,148.93,tf
2238,TSHE,19,264.29,148.44,tf
2239,TABR,11.8,272.15,135.81,tf
2240,ABAM,12.1,271.48,137.3,tf
2241,ABAM,18,273.84,134.79,tf
2242,ABAM,11.2,274.06,138.69,tf
2243,ABAM,5.6,272.76,140.91,tf
2244,TSHE,33.4,272.31,145.73,tf
2245,ABAM,6.7,274.91,141.74,tf
2247,THPL,83.6,227.31,128.16,cl
2248,ABAM,5.8,227.86,130.7,tf
2249,TSHE,14.5,232.09,129.33,tf
2250,TSHE,21,226.29,134.76,tf
2251,TSHE,34,230.1,135.6,tf
2252,TSHE,49.8,225.14,141.31,tf
2253,THPL,59,234.92,132.71,cl
2254,THPL,74.9,240.34,130.01,cl
2255,TSHE,12.9,242.08,129.61,tf
2258,TSHE,42.2,234.96,136.61,tf
2259,THPL,36.8,232.76,139.58,cl
2260,TSHE,9,233.28,139.62,tf
2261,TSHE,16.5,237.98,134.01,tf
2262,ABPR,34.2,241.63,132.04,tf
2263,TSHE,6.9,243.94,131.7,tf
2264,ABAM,6.5,243.6,132.67,tf
2266,TABR,11.5,225.42,148.34,tf
2267,ABAM,5.3,236.79,141.37,tf
2268,TSHE,20.6,238.16,140.85,tf
2270,TSHE,13,234.19,145.24,tf
2271,TSHE,7.9,234.68,148.16,tf
2272,TSHE,25.2,238.01,149.57,tf
2275,TSHE,31.9,241.03,140.99,tf
2276,ABAM,9.2,243.76,135.85,tf
2277,ABAM,6.4,244.06,134.88,tf
2278,ABAM,12.1,243.76,140.19,tf
2280,ABAM,7.3,243.64,143.86,tf
2282,ABAM,5.5,245.28,142.3,tf
2283,TABR,17.3,246.77,142.17,tf
2284,TABR,14.3,248.81,148.85,tf
2285,ABAM,6.4,248.43,142.85,tf
2286,ABAM,21.8,247.45,141,tf
2287,ABAM,7.3,247.53,138.03,tf
2288,ABAM,5.3,248.95,138.73,tf
2289,ABAM,7.1,247.41,136.68,tf
2290,TSHE,19.1,248.26,130.74,tf
2291,TSHE,77.2,249.02,127.96,tf
2292,ABAM,10.9,244.01,145.61,tf
2293,TSHE,8.9,225.69,149.92,tf
2294,ABAM,6.6,230.49,150.61,tf
2295,TSHE,31.2,233.25,150.71,tf
2296,TSHE,54.1,242.55,151.06,tf
2297,TSHE,24.1,240.31,152.41,tf
2298,TABR,25.3,229.74,154.97,tf
2299,TSHE,30.6,232.38,154.51,tf
2300,TSHE,20.9,227.48,159.63,tf
2301,TSHE,56.6,242,153.25,tf
2302,TSHE,17.5,240.32,154.66,tf
2303,TABR,21.2,229.07,162.75,tf
2304,TSHE,56.3,225.65,167.01,tf
2305,TABR,6.7,227.09,166.26,tf
2308,TSHE,32.2,244.47,154.12,tf
2309,TABR,10.5,234.05,164.9,tf
2312,TSHE,107,234.59,167.56,tf
2314,ABAM,22.2,240.2,161.9,tf
2315,TABR,17.3,232.8,171.67,tf
2318,TSHE,18.2,247.65,153.94,tf
2319,TABR,15.7,239.63,167.24,tf
2320,TABR,8.8,241.43,164.6,tf
2321,TSHE,18,240.06,168.71,tf
2322,TABR,15.6,238.27,174.39,tf
2324,ABAM,7.3,247.27,160.63,tf
2326,PSME,110.5,243.07,173.6,pm
2328,ABAM,6,245.4,168.55,tf
2329,ABAM,11.4,245.9,171.54,tf
2330,ABAM,8.4,246.28,168.18,tf
2332,ABAM,10.4,248.21,171.07,tf
2333,ABAM,22.7,249.59,169,tf
2334,TSHE,6.8,249.64,162.69,tf
2338,TSHE,12.8,225.34,182.12,tf
2339,TSHE,22.4,229.58,181.7,tf
2340,TSHE,65.7,232.31,181.59,tf
2341,PSME,128.2,225.46,185.98,pm
2342,TSHE,22.9,236.62,181.59,tf
2343,TSHE,23.5,240.53,179.34,tf
2344,THPL,59.5,243.64,178.78,cl
2345,TSHE,47.5,232.57,185.98,tf
2346,TABR,17.5,226.46,189.82,tf
2347,TABR,7.6,227.62,190.59,tf
2348,TSHE,21.5,228.72,196.04,tf
2349,PSME,83.5,231.45,194.26,pm
2350,TSHE,7.5,232.67,191.33,tf
2352,TSHE,25.2,245.3,178.91,tf
2353,TABR,6.1,245.23,180.99,tf
2354,PSME,80.9,239.05,189.99,pm
2356,ABGR,56.4,232.07,200.18,tf
2357,PSME,88.5,236.85,196.41,pm
2358,TSHE,13.5,237.45,196.09,tf
2361,TABR,26.8,240.95,197.69,tf
2362,TSHE,6.3,242.02,196.22,tf
2364,TSHE,7,249.45,177,tf
2366,PSME,124,246.03,191.85,pm
2367,TSHE,6.1,247.74,195.3,tf
2368,TSHE,8.7,298.07,100.82,tf
2369,TABR,10.3,292.4,100.99,tf
2370,ABAM,7.7,287.24,100.92,tf
2371,TSHE,54.2,284.99,100.56,tf
2372,ABAM,6.8,283.36,102.02,tf
2373,TSHE,10.6,277.51,105.17,tf
2374,TSHE,26.1,279.06,105.9,tf
2375,TSHE,7,286.52,103.41,tf
2376,TABR,14,283.51,106.83,tf
2377,TABR,12.3,275.56,109.16,tf
2378,TSHE,10.2,278.5,109.52,tf
2379,TSHE,17.5,282.81,108.24,tf
2380,PSME,103.2,290.52,104.97,pm
2381,TSHE,6.8,280.83,113.48,tf
2382,TSHE,8.4,280.74,113.36,tf
2383,TSHE,5.9,281.2,115.57,tf
2384,TABR,20.7,279.64,116.24,tf
2385,ABAM,11.7,282.1,115.1,tf
2386,TSHE,7,282.05,116.02,tf
2388,TSHE,134.8,276.12,120.97,tf
2389,ABAM,8.3,277.45,123.16,tf
2390,ABAM,6.5,278.91,122.42,tf
2391,ABAM,11.8,281.59,122.04,tf
2392,ABAM,9.8,283.81,119.5,tf
2393,TSHE,27.5,287.88,111.05,tf
2394,TSHE,16.5,289.07,110.71,tf
2395,TABR,11.9,293.79,108.49,tf
2397,ABAM,6.2,287.37,120.25,tf
2398,TSHE,14.7,286.5,122.09,tf
2399,ABAM,10.9,287.75,122.43,tf
2401,TSHE,53.1,296.76,106.56,tf
2402,TSHE,73.5,292.75,118.44,tf
2403,ABAM,8.2,291.44,123.14,tf
2404,ABAM,52.7,292.5,122.92,tf
2405,TSHE,25.2,294.1,122.07,tf
2406,TSHE,45.5,296.51,118.36,tf
2407,TSHE,98.9,271.1,100.74,tf
2409,TSHE,7.1,260.37,102.34,tf
2411,TSHE,43.1,251.62,101.33,tf
2412,TSHE,9.9,252.91,101.09,tf
2413,TSHE,14.8,257.67,104.04,tf
2415,TSHE,20.9,257.2,107.88,tf
2416,THPL,54.4,257.58,108.14,cl
2417,TSHE,9.6,263.29,104.71,tf
2418,TSHE,15.5,252.3,112.33,tf
2419,PSME,44,254.28,114.08,pm
2420,TSHE,8,262.92,107.06,tf
2421,TSHE,16.6,260.64,109.28,tf
2422,TSHE,19.3,259.55,110.8,tf
2423,THPL,9.8,270.6,102.89,cl
2424,TSHE,6.5,262.89,109.62,tf
2425,THPL,62.2,266.04,108.82,cl
2426,ABAM,12.2,256.63,114.95,tf
2427,THPL,56.4,254.75,116.25,cl
2428,TSHE,16.2,250.89,120.65,tf
2429,TSHE,10.5,259.13,114.39,tf
2430,TSHE,8.8,259.57,114.57,tf
2431,TABR,8,258.94,115.26,tf
2432,ABAM,7.5,257,119.24,tf
2433,TSHE,64,254.59,123.42,tf
2434,THPL,102.8,259.55,123.57,cl
2435,ABAM,6.1,259.97,120.73,tf
2436,TSHE,8.2,260.63,118.99,tf
2437,TSHE,7.8,260.98,117.38,tf
2439,TSHE,8.1,265.94,110.48,tf
2441,PSME,132.5,265.6,117.26,pm
2442,TSHE,20.4,264.87,118.77,tf
2443,ABAM,6.3,263.42,121.84,tf
2444,ABAM,10.8,264.15,123.08,tf
2445,TSHE,5.4,265.09,122.72,tf
2446,TSHE,10.2,265.96,124.19,tf
2447,ABAM,8.7,266.92,122.32,tf
2448,TABR,9.5,270.92,112.87,tf
2450,TABR,9.6,273.09,114.22,tf
2451,ABAM,18.5,274.66,114.91,tf
2452,TABR,7.3,272.26,123.66,tf
2453,TSHE,38.9,240.67,100.12,tf
2454,TSHE,7,229.03,104.21,tf
2455,TSHE,12.9,225.13,107.34,tf
2456,TSHE,9.3,227.95,106.84,tf
2457,TSHE,9.9,233.37,104.37,tf
2458,TSHE,38.7,228.85,107.2,tf
2459,TSHE,37.4,230.13,107.21,tf
2460,TSHE,11.7,229.64,107.51,tf
2461,TSHE,6.3,235.08,105.84,tf
2464,TSHE,44.9,234.03,111.09,tf
2465,TABR,20.4,225.78,116.74,tf
2467,ABAM,7.8,232.53,115.78,tf
2468,TSHE,24.6,240.74,108.26,tf
2469,ABAM,7.1,235.61,115.28,tf
2470,ABAM,6.8,227.74,124.54,tf
2471,TSHE,94.1,231.37,122.45,tf
2473,ABAM,6.8,234.44,119.48,tf
2475,TSHE,27,239.33,113.68,tf
2476,TSHE,20.2,240.33,113.3,tf
2477,TSHE,45.3,241.21,110.49,tf
2478,TSHE,13,245.41,105.04,tf
2479,THPL,83.8,248.43,101.81,cl
2480,TSHE,16.4,245.64,107.45,tf
2481,TSHE,14.2,240.64,117.37,tf
2482,TSHE,5.9,236.09,124.44,tf
2483,TSHE,73.4,238.24,122.14,tf
2484,TSHE,22.4,241.59,119.3,tf
2485,THPL,10.2,246.03,117.61,cl
2486,TSHE,102.2,247.03,114.63,tf
2487,THPL,6,247.52,115.59,cl
2488,TSHE,7.5,246.93,117.96,tf
2489,TSHE,32.2,247.07,121.03,tf
2490,THPL,7.5,247.81,114.38,cl
2491,TSHE,15.3,248.25,111.32,tf
2492,THPL,30.8,249.01,108.64,cl
2493,TSHE,6,247.87,117.79,tf
2494,TSHE,16.7,249.48,122.31,tf
2495,ABAM,8.3,221.22,100,tf
2496,TSHE,8.7,216.65,100.99,tf
2497,TSHE,39.3,216.91,101.44,tf
2499,THPL,42.3,206.8,103.22,cl
2500,TSHE,12.8,217.54,102.22,tf
2501,ABAM,37.2,214.32,105.36,tf
2502,TSHE,35.5,215.22,106.42,tf
2505,PSME,108.6,202.05,113.17,pm
2506,TABR,12.2,200.52,119.23,tf
2507,TABR,13.1,201.55,120.92,tf
2508,TABR,10,210.76,112.83,tf
2509,ABAM,20.4,213.1,110.68,tf
2510,PSME,87.1,200.46,124.47,pm
2511,ABAM,5.4,203.58,122.31,tf
2512,ABAM,12.4,206.03,120.65,tf
2513,ABAM,13.9,207.55,121.8,tf
2515,TSHE,12.8,218.43,106.2,tf
2516,TSHE,18.5,217.09,110.83,tf
2517,TSHE,5.8,217.9,110.44,tf
2518,TSHE,16.9,216.48,114.35,tf
2519,TSHE,8.6,215.2,116.51,tf
2520,ABAM,43.8,213.77,119.46,tf
2521,THPL,140.6,212.85,125.14,cl
2522,TSHE,27.9,217.92,121.39,tf
2523,ABAM,14.9,218.5,120.92,tf
2524,TSHE,6.7,219.04,117.49,tf
2526,ABAM,7,221.25,112.01,tf
2527,TSHE,38.6,223.26,120.66,tf
2528,TABR,14.9,222.83,118.53,tf
2529,ABAM,6.4,223.18,112.05,tf
2530,THPL,57.8,223.07,111.07,cl
2531,TSHE,16,222.95,105.61,tf
2533,TSHE,54.2,203.07,125.31,tf
2534,TSHE,46.7,205.95,127.06,tf
2535,TSHE,33.5,200.89,127.83,tf
2536,TSHE,10.9,203.61,128.67,tf
2537,TSHE,16.8,207.98,128.13,tf
2540,TSHE,46.4,210.83,129.67,tf
2541,TSHE,9.7,202.78,134.38,tf
2542,TABR,13.6,201.08,135.98,tf
2544,TSHE,21.5,203.46,139.27,tf
2545,TSHE,36.1,202.29,141.44,tf
2547,ABAM,5.8,220.18,129,tf
2548,PSME,81.2,205.98,140.6,pm
2550,THPL,47.5,209.06,141.3,cl
2551,PSME,101.1,210.8,141.16,pm
2554,TSHE,10.7,206.47,148.5,tf
2555,TSHE,10.9,208.18,146.85,tf
2557,TSHE,33.7,217.37,132.85,tf
2558,TSHE,13.8,223.57,126.85,tf
2559,PSME,113,223.1,127.92,pm
2560,TSHE,22.4,220.6,132.46,tf
2562,TSHE,6.3,214.43,139.3,tf
2565,PSME,135,214,148.79,pm
2566,TSHE,13.4,217.54,139.98,tf
2567,TSHE,19.9,223.61,129.4,tf
2570,ABAM,6.3,224.36,144.6,tf
2571,TABR,21.5,219.38,146.51,tf
2573,TSHE,13.7,224.21,148.05,tf
