stemID,species,dbh.cm,xdist,ydist,Jenkins_type
4219,ABAM,27.8,171.98,138.21,tf
4220,TABR,8.7,170.33,135.15,tf
4221,TABR,16.9,167.23,138.83,tf
4222,TABR,19.9,167.17,138.38,tf
4223,TSHE,60.2,167.75,131.12,tf
4224,PSME,105.6,165.59,126.8,pm
4225,TSHE,9.6,163.02,126.46,tf
4226,PSME,80.8,161.73,127.65,pm
4227,ABAM,6.9,159.23,126.15,tf
4228,THPL,15.4,182.68,128.51,cl
4229,TABR,7.2,181.14,130.6,tf
4231,TABR,11.4,175.77,135.2,tf
4232,TABR,9.5,176.26,135.87,tf
4233,TABR,9.9,178.36,136.19,tf
4234,ABAM,8.3,183.35,134.21,tf
4235,THPL,13.1,185.59,132.53,cl
4236,TSHE,83.7,185.46,129.12,tf
4237,TSHE,70.5,193.57,127.79,tf
4238,TSHE,51.4,191.79,126.68,tf
4239,TSHE,64.8,187.59,124.63,tf
4240,ABAM,9.1,190.97,134.97,tf
4241,TSHE,47.9,194.71,134.25,tf
4242,THPL,17.4,194.49,134.76,cl
4244,TSHE,90.2,195.58,141.48,tf
4245,TSHE,51.6,182.38,145.08,tf
4246,TABR,16,176.23,144.45,tf
4247,THPL,13.4,186.13,137.63,cl
4248,PSME,119.7,198.95,169.47,pm
4249,TSHE,62.2,197.36,161.41,tf
4250,PSME,122,196.33,158.58,pm
4251,TSHE,17.6,197.91,158.38,tf
4252,TABR,16.8,198.06,154.37,tf
4253,TSHE,35.9,191.32,157.97,tf
4254,TSHE,49.2,189.03,161.09,tf
4255,TSHE,88.3,187.04,165.51,tf
4256,TABR,15.9,193.3,169.96,tf
4257,TABR,9.5,193,169.61,tf
4258,TABR,5.9,190.19,170.35,tf
4259,TABR,20.2,189.17,174.35,tf
4261,TABR,19.1,185.69,170.27,tf
4262,ABAM,11.3,183.9,169.3,tf
4263,TSHE,79.6,183.86,155.1,tf
4264,TSHE,7.8,181.72,156.36,tf
4265,PSME,97.9,181.9,152.91,pm
4266,TSHE,12.5,182.85,150.02,tf
4267,PSME,63.2,183.1,147.13,pm
4268,TSHE,73.3,187.85,145.58,tf
4269,TSHE,42.3,187.24,147.94,tf
4270,TABR,9.4,177.29,150.04,tf
4271,TABR,8.2,178.83,157.62,tf
4272,PSME,109.3,180.72,159.22,pm
4273,TSHE,10.6,178.3,166.27,tf
4274,TABR,31.4,174.44,173.56,tf
4275,TABR,7.2,168.9,173.43,tf
4276,TSHE,9.2,173.36,166.23,tf
4277,TABR,22.8,175.23,161.62,tf
4278,TSHE,16.5,173.08,162.15,tf
4279,ABAM,9.9,173.3,157.21,tf
4280,ABAM,6.2,175.59,155.43,tf
4281,TABR,7.1,174.04,152.59,tf
4282,PSME,102.5,171.18,152.83,pm
4283,TABR,14.4,169.11,159.39,tf
4284,PSME,102.2,166.62,160.34,pm
4285,TABR,16.2,167.12,161.66,tf
4286,TABR,18.1,165.18,156.8,tf
4287,PSME,101.5,164.56,152.79,pm
4288,TSHE,15.2,160.09,150.24,tf
4289,TSHE,64.8,159.3,150.14,tf
4290,TABR,7.6,156.43,150.92,tf
4291,TSHE,31.5,154.43,154.98,tf
4292,PSME,109,158.74,157.98,pm
4293,TABR,8.3,161.18,152.76,tf
4294,TABR,13,160.62,161.37,tf
4295,TSHE,56.6,156.64,159.28,tf
4296,TABR,16.4,165.22,168.27,tf
4297,PSME,65.8,164.8,169.43,pm
4298,TABR,12.9,163.6,168.7,tf
4299,TABR,18.5,163.21,168.65,tf
4300,TABR,12.6,166.38,171.97,tf
4301,TABR,12.2,165.94,173.13,tf
4302,PSME,94.5,159.3,172.44,pm
4303,TABR,16.5,160.05,173.85,tf
4304,PSME,91.2,152.92,169.96,pm
4306,TABR,17.9,159.53,167.03,tf
4307,TABR,12.4,159.44,166.76,tf
4308,PSME,100.2,161.05,163.18,pm
4309,TABR,17.6,153.79,160.1,tf
4310,TSHE,90.6,145.73,155.23,tf
4311,TSHE,49.8,148.74,161.58,tf
4313,TSHE,40.9,146.23,167.63,tf
4314,TSHE,69.7,143.12,164.92,tf
4315,TSHE,15,145.6,151.53,tf
4316,TSHE,15.9,141.87,165.74,tf
4318,TABR,14.1,131.97,169.03,tf
4319,TABR,13.3,129.24,172.19,tf
4320,TABR,11.6,125.02,169.55,tf
4321,PSME,106.8,123.36,170.91,pm
4324,TABR,23.9,125.5,161.21,tf
4325,TSHE,11.4,131.29,160.57,tf
4326,THPL,75.1,133.13,160.43,cl
4327,PSME,118.1,133.61,155.28,pm
4328,TSHE,82.5,126.61,155.22,tf
4329,TABR,24,125.6,150.67,tf
4330,PSME,142,122.75,157.94,pm
4331,ABAM,54.1,119.44,157.78,tf
4332,TSHE,27.3,118.76,157.76,tf
4333,ABAM,8.6,113.84,155.86,tf
4334,TSHE,14.8,112.57,155.89,tf
4335,TABR,29.3,112.52,159.87,tf
4336,TABR,11.5,111.8,159.38,tf
4337,TABR,18.2,115.33,161.51,tf
4338,TABR,15.2,108.66,155.13,tf
4339,PIMO,113.8,107.65,156.79,pi
4341,TABR,19.8,124.49,174.72,tf
4342,TSHE,16.8,134.68,152.12,tf
4343,TSHE,43.9,119.65,174.81,tf
4344,TSHE,16.5,116.91,169.23,tf
4346,TSHE,62.7,107.66,159.58,tf
4347,TSHE,32.8,99.12,157.11,tf
4348,TSHE,35.4,103.56,161.36,tf
4349,TSHE,14.5,104.48,163.76,tf
4351,PSME,71.1,101.54,173.75,pm
4352,PSME,111.1,102.77,174.31,pm
4354,TSHE,93.3,106.77,169.91,tf
4355,TSHE,24,109.24,167.52,tf
4356,ABAM,19.2,113.3,169.05,tf
4357,TSHE,49.1,102.07,181.64,tf
4358,TSHE,10.2,102.77,183.4,tf
4360,ABAM,7.1,109.63,201.54,tf
4362,TSHE,86.8,105.02,189.15,tf
4363,TSHE,27.8,108.69,195.77,tf
4364,TSHE,59,101,199.93,tf
4365,PSME,106.3,104.98,198.97,pm
4366,ABAM,10.1,112.65,196.43,tf
4367,PSME,99.6,118.58,189.57,pm
4368,PSME,105.5,119.85,187.03,pm
4369,TSHE,79.2,123.91,184.81,tf
4370,PSME,80.4,122.02,181.15,pm
4371,TABR,8,121.3,182.64,tf
4372,TSHE,16.1,120.27,179.77,tf
4373,TSHE,60,120.97,177.95,tf
4374,TSHE,68.6,112.85,183.8,tf
4375,THPL,74.6,109.75,183.71,cl
4378,TSHE,8.1,114.67,191.13,tf
4380,ABAM,18.5,128.27,197.94,tf
4381,TSHE,18.9,135.11,194.25,tf
4382,TSHE,36.8,135.47,194.18,tf
4383,TSHE,74.1,135.38,193.53,tf
4384,TSHE,7.6,134.26,192.55,tf
4385,TABR,7.2,133.17,193.51,tf
4386,TSHE,10,139.27,194.43,tf
4387,TSHE,38.4,140.6,193.12,tf
4388,TABR,12.3,144.04,199,tf
4389,TABR,16.4,148.4,199.2,tf
4390,PSME,91.2,143.64,196.28,pm
4391,TSHE,51.3,145.8,193.57,tf
4392,TSHE,21.7,146.08,192.96,tf
4393,PSME,117.1,140.79,190.04,pm
4394,PSME,77,144.42,188.45,pm
4395,PSME,83.5,150.2,185.09,pm
4396,TABR,24.8,149.59,184.6,tf
4397,TABR,22,148.27,177.83,tf
4398,PSME,119.9,143.38,182.03,pm
4399,TABR,13.1,142.19,186.21,tf
4400,TABR,11.9,141.37,187.36,tf
4401,TABR,9.5,139.94,186.57,tf
4403,TABR,15,135.72,187.03,tf
4405,TABR,11.3,134.29,188.17,tf
4406,TABR,11,138.29,181.41,tf
4407,TABR,14,136.63,180.89,tf
4408,TSHE,63,135.82,182.42,tf
4409,TSHE,21.5,134.93,179.96,tf
4410,TSHE,64.6,131.79,178.98,tf
4411,TSHE,16.6,130.76,180.88,tf
4412,PSME,103.2,128.74,180.16,pm
4414,TSHE,20.3,126.88,182.32,tf
4416,TSHE,37.9,151.79,185.54,tf
4417,TABR,10.2,152.18,176.16,tf
4418,TSHE,36,157.25,177.96,tf
4420,TABR,9.7,160.35,182.74,tf
4421,TABR,8.8,160.2,182.3,tf
4422,PIMO,102.6,155.42,189.13,pi
4423,TSHE,65.9,155.91,186.92,tf
4424,TSHE,27.1,159.21,192.34,tf
4425,ABAM,15.2,156.75,194.51,tf
4426,PSME,154,160.45,189.6,pm
4427,TABR,12.5,162.81,190.25,tf
4428,PSME,104.5,164.19,187.93,pm
4429,TABR,18,168.48,185.54,tf
4430,PSME,80.6,169.39,184.51,pm
4432,TSHE,98.3,167.09,177.03,tf
4433,ABAM,12.3,171.03,178.29,tf
4434,TSHE,10.4,173.88,179.68,tf
4435,TABR,8.3,172.46,184.74,tf
4436,TABR,9.4,172.52,187.97,tf
4437,TABR,7.9,174.65,193.36,tf
4438,TSHE,11.8,173.28,193.46,tf
4439,TABR,24.8,169.47,198.13,tf
4440,TABR,19.7,167.13,195.31,tf
4441,TSHE,78.5,166.34,191.94,tf
4442,TABR,25.7,176.39,196.73,tf
4443,TABR,40.3,176.5,196.34,tf
4444,TABR,35.2,176.28,195.91,tf
4445,PSME,89,179.27,193.13,pm
4446,TSHE,14,181.66,190.53,tf
4447,TABR,9.9,177.36,187.23,tf
4448,PSME,80.3,181.58,185.7,pm
4449,TSHE,85,181.66,184.8,tf
4451,PSME,86.3,179.06,176.69,pm
4452,TABR,29.4,189.68,186.52,tf
4453,TSHE,43.8,189.32,188.77,tf
4454,TABR,19.5,184.35,191.48,tf
4456,TABR,13.5,197.59,199.39,tf
4457,TSHE,57.4,196.84,192.02,tf
4458,TSHE,32.8,198.42,189.89,tf
4459,TSHE,28.5,199.6,186.22,tf
4460,PSME,90.9,199.4,182.77,pm
4461,TABR,7.5,197.03,186.3,tf
4462,TSHE,12.3,192.12,182.37,tf
4463,TABR,12.8,191.41,183.69,tf
4464,TABR,18.4,199.42,207.18,tf
4465,TSHE,66.5,194.79,206.62,tf
4466,TSHE,85.8,199.24,216.91,tf
4467,THPL,39.7,193.6,224.02,cl
4470,PSME,70.2,191.25,211.17,pm
4472,TABR,18.4,188.9,211.36,tf
4473,TABR,13.6,188.01,215.65,tf
4474,TSHE,9.7,185.85,214.93,tf
4475,TSHE,59.1,185.23,213.91,tf
4477,TABR,7.8,190.2,221.32,tf
4478,THPL,22.2,188.21,226.26,cl
4479,TABR,7.6,186.48,223.41,tf
4480,TABR,6.4,185.51,221.01,tf
4481,TABR,10,183.73,224.84,tf
4483,TSHE,29.6,182.37,208.59,tf
4484,TSHE,23.8,181.79,214.28,tf
4485,TABR,10.8,178.91,205.44,tf
4486,PSME,102.4,178.01,206.37,pm
4487,TABR,14.2,181.33,201.57,tf
4488,PSME,112.7,172.9,202.85,pm
4489,TABR,15.1,175.07,205.85,tf
4491,TSHE,36.6,170.88,210.17,tf
4492,TSHE,13.2,169.05,209.49,tf
4493,TSHE,14,168.22,208.46,tf
4494,TABR,16.9,167.92,203.23,tf
4495,TABR,16.9,166.18,202.72,tf
4496,TABR,28.2,173.5,215.36,tf
4497,TABR,14.1,175.99,218.43,tf
4498,TABR,18.3,176.31,215.28,tf
4499,TSHE,8.3,176.44,214.51,tf
4500,TSHE,24.6,168.65,216.01,tf
4501,PSME,146.5,168.25,214.59,pm
4502,PSME,117.1,162.48,210.24,pm
4503,PSME,110.1,158.11,211.91,pm
4504,TABR,13.5,157.58,208.05,tf
4505,TABR,15,158.19,206.16,tf
4507,TABR,10.8,161.23,203.03,tf
4508,TSHE,66.3,160.79,201.92,tf
4510,TABR,11,150.85,200.03,tf
4511,TSHE,7.2,167.64,220.51,tf
4512,TSHE,61.7,163.96,215.77,tf
4514,TABR,8.5,164.51,220.61,tf
4515,TSHE,12.3,165.54,223.85,tf
4516,THPL,14.3,162.78,223.92,cl
4517,ABAM,8.4,158.99,221.48,tf
4519,PSME,155.5,148.69,223.95,pm
4520,TSHE,10.5,151.21,216.74,tf
4521,TABR,12,156.98,215.11,tf
4522,TABR,15.8,152.38,210.2,tf
4523,TABR,22.1,152.19,209.94,tf
4524,PSME,91.3,146.96,201.37,pm
4525,PSME,147.9,145.92,202.53,pm
4526,TABR,13.5,147.5,204.1,tf
4527,TABR,19.2,145.19,202.01,tf
4528,TSHE,6.9,146.86,216.28,tf
4529,TSHE,7.8,147.73,210.18,tf
4530,TABR,12.1,144.69,210.05,tf
4531,TABR,23.5,145.18,212.2,tf
4532,TABR,17.9,145.05,212.38,tf
4533,TABR,28.5,141.02,214.29,tf
4534,TABR,18.5,140.37,214.68,tf
4535,TSHE,40.5,139.36,219.14,tf
4536,TABR,11.7,143.43,222.06,tf
4537,TABR,7.4,143,222.76,tf
4538,TSHE,7.9,146.52,217.49,tf
4539,TABR,13.6,136.88,223.21,tf
4542,TSHE,39.1,133.07,218.08,tf
4543,PSME,118.8,129.06,217.68,pm
4544,TABR,17.7,127.45,218.15,tf
4545,TABR,18.2,127.29,217.8,tf
4546,TABR,22.2,133.27,213.03,tf
4547,TSHE,20.6,132.25,209.63,tf
4548,TABR,13.7,134.78,208.1,tf
4549,TSHE,16.9,141.98,206.68,tf
4550,TSHE,10.3,141.98,208.19,tf
4551,PSME,108,139.13,208.25,pm
4552,PSME,115.1,140.63,211.61,pm
4553,TABR,19.4,133,201.54,tf
4554,TABR,18.8,137.91,203.35,tf
4556,TABR,13.5,122.29,206.05,tf
4557,TSHE,9.1,120.49,204.87,tf
4558,TSHE,78,117.81,203.2,tf
4559,TSHE,26,117.01,204.06,tf
4560,TABR,14,121.38,210.29,tf
4561,TABR,9.7,119.54,211.1,tf
4562,TABR,6,119.02,213.45,tf
4563,TSHE,84.9,117.18,214.19,tf
4564,TSHE,47.6,117.11,218.35,tf
4565,TABR,13.3,121.63,220.53,tf
4566,TSHE,12.4,124.73,222.17,tf
4567,PSME,127.7,119.42,223.4,pm
4568,TSHE,11.7,117.15,221.58,tf
4569,TSHE,60,114.53,215.78,tf
4570,TSHE,64.5,113.36,219.09,tf
4571,TABR,22,110.73,217.65,tf
4572,PSME,113,113.34,211.96,pm
4573,TABR,42.9,107.85,215.63,tf
4575,ABAM,41.3,107.05,210.23,tf
4576,TABR,41.5,100.86,224.01,tf
4577,TABR,17.8,100.69,224.44,tf
4578,TABR,34,100.2,224.17,tf
4579,ABAM,10.8,102.39,206.24,tf
4580,TSHE,12.4,109.97,248.11,tf
4581,TSHE,9.1,109.64,245.02,tf
4582,TSHE,15.9,112.08,243.93,tf
4583,TSHE,71.2,112.32,246.41,tf
4585,TSHE,39,115.86,245.71,tf
4586,TSHE,20.5,113.96,242.71,tf
4587,TSHE,16.7,119.31,243.67,tf
4588,TSHE,6.3,117.83,243.46,tf
4589,TSHE,22.3,124.54,246.36,tf
4590,TSHE,7.5,124.85,248.19,tf
4591,TABR,32.6,122.37,236.12,tf
4592,TABR,18.5,122.89,233.45,tf
4593,TABR,12.5,117.05,237.3,tf
4594,TABR,13.5,109.2,237.54,tf
4595,TSHE,101.2,108.61,237.28,tf
4596,TABR,20.8,108.84,236.12,tf
4597,TABR,8.1,107.29,236.89,tf
4598,TSHE,43.5,104.78,238.3,tf
4599,TABR,7.9,103,230.24,tf
4600,THPL,14.9,115.86,229.91,cl
4601,THPL,8.2,115.39,228.97,cl
4602,THPL,123.3,136.9,226.46,cl
4603,TSHE,62.9,136.92,234.75,tf
4604,TSHE,6.6,137.69,234.96,tf
4605,TABR,14.7,138.91,235.49,tf
4606,TABR,6.2,142.18,236.79,tf
4607,TABR,10,143,237.13,tf
4608,PSME,157.1,139.97,224.36,pm
4609,TABR,30.2,147.64,227.57,tf
4610,TSHE,19.5,148.6,236.69,tf
4611,TSHE,35.9,147.19,240.69,tf
4612,PSME,134,145.83,243.45,pm
4613,TSHE,8.4,149.06,246.62,tf
4614,TABR,8.3,145.04,247.99,tf
4615,TABR,11,142.51,239.54,tf
4616,TSHE,8.8,140.04,240.38,tf
4617,TABR,9.5,134.99,242.05,tf
4618,TSHE,72.8,131.46,243.67,tf
4619,TSHE,60.4,129.17,240.87,tf
4620,TSHE,13.4,129.46,240.42,tf
4621,TSHE,34.5,129.91,239.3,tf
4622,TSHE,15.8,131.76,236.66,tf
4623,TSHE,24.9,131.26,236.55,tf
4624,PSME,112.4,128.32,235.38,pm
4625,TABR,37.4,125.59,240.32,tf
4627,TSHE,51.9,155.99,250.01,tf
4628,TABR,8,158.47,248.76,tf
4629,THPL,7.8,159.61,249.54,cl
4630,TABR,29.7,163.69,247.16,tf
4635,TABR,13.3,168.81,246.45,tf
4636,TABR,9.4,174.7,248.48,tf
4637,TSHE,7.6,170.8,234.24,tf
4638,TSHE,16.4,176.04,230.39,tf
4639,TABR,14.8,171.41,226.38,tf
4640,TSHE,13.3,167.77,227.85,tf
4641,TSHE,36.6,173.21,228.04,tf
4642,TSHE,85.6,165.88,235.38,tf
4643,TSHE,13.6,164.1,235.26,tf
4644,TSHE,5.4,162.63,231.57,tf
4646,TSHE,9,151.13,236.63,tf
4647,TABR,9,153.1,240.16,tf
4648,THPL,131.1,154.66,241.14,cl
4649,TABR,9.5,156.85,242.68,tf
4650,TSHE,6.5,160.75,240.99,tf
4651,TSHE,9.2,162.87,250.61,tf
4652,TABR,6.7,174.96,247.37,tf
4653,THPL,94.3,176.23,248.31,cl
4654,THPL,128.5,177.99,247.15,cl
4658,THPL,52.4,180.65,247.19,cl
4661,TSHE,71.7,177.77,241.3,tf
4662,TSHE,14.5,177.21,237.81,tf
4663,TSHE,24,175.23,238.42,tf
4664,TSHE,22.4,176.03,230.53,tf
4665,TABR,8.2,175.81,231.44,tf
4666,THPL,113.4,176.03,230.53,cl
4667,TSHE,11.7,175.67,226.43,tf
4668,TSHE,26.4,181.94,232.33,tf
4669,TSHE,16.1,185.26,232.84,tf
4670,TSHE,6.6,184.26,228.62,tf
4671,TSHE,89.4,187.94,227.59,tf
4672,THPL,21.7,190.15,229.42,cl
4673,TSHE,33.2,194.02,230.37,tf
4674,TSHE,8,194.22,231.14,tf
4675,THPL,15.5,196.65,231.34,cl
4676,TSHE,65.8,196.7,230.56,tf
4677,TSHE,62.5,198.78,229.24,tf
4678,TSHE,8.7,198.36,229.35,tf
4679,TSHE,63.6,197.66,234.52,tf
4680,ABGR,52.5,194.21,237.61,tf
4681,TSHE,31.3,193.96,238.15,tf
4682,TSHE,14.9,190.46,238.96,tf
4683,TABR,33.6,198.01,242.89,tf
4684,THPL,57.9,195.15,246.17,cl
4685,THPL,99.3,198.55,248.19,cl
4686,THPL,139.2,195.41,248.09,cl
4687,TABR,8.5,192.93,249.42,tf
4688,TABR,15.6,194.24,248.6,tf
4689,TSHE,26.8,195.69,252.89,tf
4690,TSHE,45.6,199.55,257.35,tf
4691,TSHE,25.6,197.25,262.09,tf
4692,THPL,25.2,198.7,271.19,cl
4693,TSHE,66.2,189.74,263.35,tf
4694,TSHE,35.2,189.36,268.04,tf
4695,TSHE,13.8,189.39,267.69,tf
4696,TSHE,70.1,188.83,267.18,tf
4697,THPL,12.5,187.3,271.02,cl
4699,TSHE,17.4,178.92,266.84,tf
4700,TSHE,7.9,177.88,268.35,tf
4701,TSHE,73,176.25,260.71,tf
4702,TSHE,23.8,180.81,261.97,tf
4703,TSHE,43.6,186.14,256.9,tf
4704,TSHE,53.5,185.09,256.82,tf
4705,THPL,14,188.19,256.01,cl
4707,ABAM,8.8,190.61,258.71,tf
4709,THPL,43.5,177.99,249.27,cl
4712,TSHE,14.2,172.27,259.48,tf
4713,TSHE,8,172.87,259.95,tf
4714,TSHE,7.1,173.16,260.75,tf
4716,TSHE,6,173.34,271.96,tf
4717,TSHE,6.4,167.84,272.87,tf
4718,TSHE,55.3,166.03,275.08,tf
4720,TSHE,6,165.1,271.88,tf
4721,TSHE,6.1,161.96,270.21,tf
4722,TSHE,13.8,169.42,253.57,tf
4723,TSHE,22.2,166.29,254.28,tf
4724,TSHE,74.7,165.84,253.34,tf
4725,TSHE,7.9,167.38,258.9,tf
4726,TSHE,12.1,164.63,260.88,tf
4727,TSHE,6,162.19,260.72,tf
4728,TSHE,18.3,162.12,258.3,tf
4729,TSHE,12.7,159.83,260.11,tf
4730,TSHE,5,165.23,256,tf
4731,TABR,5.8,168.23,252.68,tf
4732,TSHE,48.1,150.23,253.55,tf
4733,TSHE,10.7,146.09,254,tf
4734,TSHE,72.1,148.09,257.02,tf
4735,TSHE,58.1,146.69,260.72,tf
4736,TSHE,25.2,148.32,265.19,tf
4737,TSHE,13.4,149.93,264.46,tf
4738,TSHE,25.4,157.25,270.37,tf
4739,TSHE,8.9,155.97,271.02,tf
4740,TSHE,19.9,154.58,270.72,tf
4742,TABR,14.5,155.23,267.57,tf
4743,TSHE,85,152.62,267.75,tf
4744,TSHE,34.3,155.51,262.15,tf
4745,TSHE,35.5,158.19,260.86,tf
4747,TSHE,48.9,156.75,258.69,tf
4749,TSHE,13.1,144.28,267.79,tf
4750,TSHE,34.1,141.9,265.24,tf
4751,TSHE,72.8,139.54,265.19,tf
4752,TSHE,31.6,142.96,250.54,tf
4753,PSME,136.5,140.19,250.72,pm
4754,TSHE,41.3,142.06,252.34,tf
4755,TSHE,49.7,140.48,255.3,tf
4757,TSHE,7.4,136.64,259.28,tf
4758,TSHE,19.3,128.22,251.61,tf
4759,TSHE,28.6,128.02,251.3,tf
4760,TSHE,15.6,126.21,251.27,tf
4761,TSHE,30.2,126.36,254.3,tf
4762,TSHE,52.2,124.31,256.73,tf
4763,TSHE,88.7,126.64,260.29,tf
4764,TSHE,12,127.68,264.41,tf
4765,TSHE,14.1,128.03,264.73,tf
4766,TSHE,58,127.25,264.82,tf
4767,TSHE,54.5,127.54,268.51,tf
4768,TSHE,57,125.8,267.27,tf
4769,TSHE,17.1,131.5,269.89,tf
4770,TSHE,28.2,134.52,266.6,tf
4771,TSHE,57.7,134.85,265,tf
4772,TSHE,31.4,137.62,268.99,tf
4773,TSHE,43.8,135.06,272.04,tf
4774,TSHE,9.6,135.3,272.31,tf
4775,TSHE,41.3,137.63,273.68,tf
4778,TSHE,44.7,138.43,264.78,tf
4779,TABR,21.1,123.48,269.8,tf
4780,TSHE,9.6,124.38,266.79,tf
4782,TSHE,23.8,122.7,258.32,tf
4783,TSHE,61.2,121.59,259.45,tf
4784,TSHE,9.7,122.82,251.35,tf
4785,TSHE,20.6,119.32,259.2,tf
4786,TSHE,8.9,118.13,255.12,tf
4787,TSHE,9,114.2,254.06,tf
4788,TSHE,12.8,114.37,253.37,tf
4789,TSHE,7.6,114.41,253.23,tf
4790,TSHE,39.4,114.08,253.46,tf
4792,TABR,17.1,108.89,249.31,tf
4793,TSHE,17.2,107.77,253.23,tf
4794,TSHE,22.6,107.3,254.47,tf
4795,TSHE,33,107.02,256.24,tf
4796,TSHE,37.7,118.77,270.58,tf
4798,TSHE,67.5,118.39,267.43,tf
4799,TSHE,75,115.58,266.04,tf
4800,TSHE,13.9,115,270,tf
4801,TSHE,23.3,101.24,250.25,tf
4803,TSHE,81.2,102.02,250.38,tf
4804,TSHE,64.5,104.81,258.39,tf
4805,TSHE,22.5,106,251.03,tf
4806,TSHE,48.2,103.06,255.25,tf
4808,TSHE,87.8,115.4,261.6,tf
4809,TSHE,27.2,116.31,262.71,tf
4810,TSHE,62.7,112.72,268.5,tf
4811,TSHE,25.8,111.01,264.64,tf
4812,TABR,19.8,107.89,271.98,tf
4813,ABAM,6.2,108.14,273.19,tf
4814,TSHE,13,107.64,270.46,tf
4815,TSHE,86,106.11,267.71,tf
4816,TSHE,13.1,103.64,269.64,tf
4817,TSHE,69.2,104.72,273.09,tf
4818,TSHE,22.5,104.11,273.22,tf
4819,TSHE,10.4,100.82,263.65,tf
4820,TABR,8.3,100.04,270.38,tf
4822,ABAM,33,105.97,277.11,tf
4823,TABR,21.2,103.11,282.47,tf
4825,TSHE,84,103.5,291.42,tf
4826,TABR,20.9,104.05,293.75,tf
4827,TABR,11.6,105.25,295.73,tf
4828,TABR,17.6,106.06,295.44,tf
4829,TABR,16.4,106.34,296.38,tf
4830,TSHE,7.8,102.2,296.94,tf
4831,TSHE,5.5,110.59,298.92,tf
4832,TSHE,7.1,111.38,298.62,tf
4833,TSHE,8.7,110.01,297.42,tf
4834,TABR,14.5,114.5,299.53,tf
4835,ABAM,8.4,117.6,298.12,tf
4836,ABAM,5.8,119.54,298,tf
4837,TSHE,12.2,122.39,300,tf
4838,ABAM,6.2,122.72,297.59,tf
4839,TSHE,108.3,121.68,296.95,tf
4840,TSHE,9,119.45,291.64,tf
4841,ABAM,36.1,118.61,292.01,tf
4842,ABAM,18.8,115.3,292.08,tf
4843,ABAM,11.2,122.52,288.52,tf
4844,TSHE,6.7,120.82,289.64,tf
4845,TSHE,20.3,119.34,289.16,tf
4846,TSHE,29,122.93,284.11,tf
4847,TSHE,14.8,118.34,278.79,tf
4848,TSHE,83.9,113.9,276.55,tf
4849,TSHE,16.9,113.05,281.22,tf
4850,TSHE,83.8,111.25,282.4,tf
4851,TABR,6.1,112.52,274.82,tf
4852,TSHE,8.6,110.69,282.6,tf
4853,ABAM,6,128.4,284.82,tf
4854,ABAM,6.2,129.34,286.65,tf
4855,TABR,5.8,130.48,287.78,tf
4856,PSME,80.2,130.49,291.18,pm
4857,ABAM,21,129.97,293.67,tf
4858,TSHE,16.5,130.09,297.9,tf
4859,TSHE,10.3,127.1,296.08,tf
4861,TSHE,6.2,150.43,279.6,tf
4862,TSHE,7.1,133.74,298.73,tf
4863,ABAM,5.2,128.05,299.84,tf
4865,PSME,128,134.48,293.15,pm
4866,TSHE,32.4,147.96,294.74,tf
4867,THPL,93.8,146.59,292.51,cl
4869,TSHE,72.8,139.22,293.64,tf
4870,TSHE,9.5,139.32,292.98,tf
4871,TSHE,19,139.81,294.69,tf
4872,TSHE,54.8,139.79,289.87,tf
4873,TSHE,20.5,143.5,289.33,tf
4874,TSHE,39.4,146.2,288.52,tf
4875,TSHE,94,143.46,284.5,tf
4876,TSHE,30.2,148.84,281.13,tf
4877,TABR,8,144.92,279.31,tf
4879,TABR,7.6,150.3,275.95,tf
4880,TSHE,72,150.01,279.98,tf
4881,TABR,9.5,139.09,278.46,tf
4882,TABR,9.2,139.56,277.1,tf
4883,TSHE,55.8,137.75,276.95,tf
4884,TSHE,12.3,131.73,277.23,tf
4885,TSHE,30,130.65,278.81,tf
4886,TABR,9.2,130.92,280.19,tf
4887,TSHE,13.6,133.51,284.11,tf
4888,TSHE,50.9,131.09,284.03,tf
4889,TSHE,20.3,137.78,287.15,tf
4890,ABAM,15,154.21,296.64,tf
4891,TSHE,6.8,161.2,297.61,tf
4892,TSHE,17.9,161.93,293.33,tf
4893,TSHE,14.8,160.05,297,tf
4894,TSHE,40.1,160.94,296.78,tf
4895,PSME,137.1,157.13,294.03,pm
4896,TSHE,34.3,157.73,291.29,tf
4897,TABR,7.5,158.62,288.17,tf
4898,TSHE,82.4,154.44,286.11,tf
4899,PSME,81.1,156.07,283.81,pm
4900,TSHE,62.2,151.09,282.36,tf
4901,TSHE,23.1,158.99,276.96,tf
4902,TABR,21.3,166.53,278.51,tf
4903,TABR,23.3,167.44,280.26,tf
4905,PSME,45.7,172.66,279.87,pm
4907,ABAM,16.2,170.04,285.21,tf
4910,TABR,13.8,166.93,287.42,tf
4912,TABR,15.4,167.26,292.88,tf
4913,TSHE,12,170.04,293.52,tf
4914,TABR,21.2,170.58,296.93,tf
4915,TABR,15.3,170.25,297.76,tf
4916,ABAM,5.9,172.83,299.41,tf
4918,TSHE,57.3,191.24,297.64,tf
4919,TSHE,14.3,191.79,298.45,tf
4920,TSHE,27.4,193.93,296.41,tf
4922,TSHE,50,190.47,294.54,tf
4923,TSHE,40.9,197.51,294.17,tf
4924,TSHE,39.4,199.81,293.71,tf
4927,TSHE,28.4,200.3,282.8,tf
4928,TSHE,14.3,199.5,282.8,tf
4930,ABAM,38.2,195.69,281.35,tf
