"clip_ID","grid_ID","x_coord","y_coord"
"STER_001_054",54,9.7,4.5
"STER_001_102",102,15.7,7.5
"STER_001_072",72,18.7,4.5
"STER_001_118",118,5.7,10.5
"STER_001_073",73,1.2,7.5
"STER_001_076",76,2.7,7.5
"STER_001_207",207,14.2,16.5
"STER_001_142",142,17.7,10.5
"STER_001_051",51,8.2,4.5
"STER_001_153",153,5.2,13.5
"STER_001_210",210,15.7,16.5
"STER_001_095",95,12.2,7.5
"STER_001_134",134,13.7,10.5
"STER_001_155",155,6.2,13.5
"STER_001_167",167,12.2,13.5
"STER_001_166",166,11.7,13.5
"STER_001_060",60,12.7,4.5
"STER_001_121",121,7.2,10.5
"STER_001_021",21,11.2,1.5
"STER_001_068",68,16.7,4.5
"STER_001_075",75,2.2,7.5
"STER_001_147",147,2.2,13.5
"STER_001_062",62,13.7,4.5
"STER_001_070",70,17.7,4.5
"STER_001_190",190,5.7,16.5
"STER_001_074",74,1.7,7.5
"STER_001_169",169,13.2,13.5
"STER_001_049",49,7.2,4.5
"STER_001_136",136,14.7,10.5
"STER_001_071",71,18.2,4.5
"STER_001_208",208,14.7,16.5
"STER_001_204",204,12.7,16.5
"STER_001_192",192,6.7,16.5
"STER_001_200",200,10.7,16.5
"STER_001_015",15,8.2,1.5
"STER_001_126",126,9.7,10.5
"STER_001_138",138,15.7,10.5
"STER_001_206",206,13.7,16.5
"STER_001_012",12,6.7,1.5
"STER_001_093",93,11.2,7.5
"STER_001_186",186,3.7,16.5
"STER_001_016",16,8.7,1.5
"STER_001_211",211,16.2,16.5
"STER_001_143",143,18.2,10.5
"STER_001_150",150,3.7,13.5
"STER_001_040",40,2.7,4.5
"STER_001_117",117,5.2,10.5
"STER_001_139",139,16.2,10.5
"STER_001_028",28,14.7,1.5
"STER_001_066",66,15.7,4.5
"STER_001_092",92,10.7,7.5
"STER_001_170",170,13.7,13.5
"STER_001_196",196,8.7,16.5
"STER_001_115",115,4.2,10.5
"STER_001_168",168,12.7,13.5
"STER_001_056",56,10.7,4.5
"STER_001_039",39,2.2,4.5
"STER_001_187",187,4.2,16.5
"STER_001_098",98,13.7,7.5
"STER_001_199",199,10.2,16.5
"STER_001_067",67,16.2,4.5
"STER_001_179",179,18.2,13.5
"STER_001_154",154,5.7,13.5
"STER_001_064",64,14.7,4.5
"STER_001_114",114,3.7,10.5
"STER_001_055",55,10.2,4.5
"STER_001_174",174,15.7,13.5
"STER_001_009",9,5.2,1.5
"STER_001_081",81,5.2,7.5
"STER_001_137",137,15.2,10.5
"STER_001_091",91,10.2,7.5
"STER_001_173",173,15.2,13.5
"STER_001_124",124,8.7,10.5
"STER_001_178",178,17.7,13.5
"STER_001_078",78,3.7,7.5
"STER_001_020",20,10.7,1.5
"STER_001_014",14,7.7,1.5
"STER_001_024",24,12.7,1.5
"STER_001_101",101,15.2,7.5
"STER_001_065",65,15.2,4.5
"STER_001_053",53,9.2,4.5
"STER_001_172",172,14.7,13.5
"STER_001_059",59,12.2,4.5
"STER_001_043",43,4.2,4.5
"STER_001_146",146,1.7,13.5
"STER_001_205",205,13.2,16.5
"STER_001_031",31,16.2,1.5
"STER_001_144",144,18.7,10.5
"STER_001_191",191,6.2,16.5
"STER_001_019",19,10.2,1.5
"STER_001_164",164,10.7,13.5
"STER_001_180",180,18.7,13.5
"STER_001_041",41,3.2,4.5
"STER_001_194",194,7.7,16.5
"STER_001_177",177,17.2,13.5
"STER_001_145",145,1.2,13.5
"STER_001_052",52,8.7,4.5
"STER_001_209",209,15.2,16.5
"STER_001_141",141,17.2,10.5
"STER_001_116",116,4.7,10.5
"STER_001_176",176,16.7,13.5
"STER_001_011",11,6.2,1.5
"STER_001_175",175,16.2,13.5
"STER_001_201",201,11.2,16.5
"STER_001_189",189,5.2,16.5
"STER_001_125",125,9.2,10.5
"STER_001_198",198,9.7,16.5
"STER_001_083",83,6.2,7.5
"STER_001_162",162,9.7,13.5
"STER_001_156",156,6.7,13.5
"STER_001_203",203,12.2,16.5
"STER_001_157",157,7.2,13.5
"STER_001_197",197,9.2,16.5
"STER_001_152",152,4.7,13.5
"STER_001_022",22,11.7,1.5
"STER_001_046",46,5.7,4.5
"STER_001_135",135,14.2,10.5
"STER_001_202",202,11.7,16.5
"STER_001_193",193,7.2,16.5
"STER_001_018",18,9.7,1.5
"STER_001_096",96,12.7,7.5
"STER_001_161",161,9.2,13.5
"STER_001_171",171,14.2,13.5
"STER_001_042",42,3.7,4.5
"STER_001_038",38,1.7,4.5
"STER_001_025",25,13.2,1.5
"STER_001_057",57,11.2,4.5
"STER_001_063",63,14.2,4.5
"STER_001_148",148,2.7,13.5
"STER_001_097",97,13.2,7.5
"STER_001_123",123,8.2,10.5
"STER_001_069",69,17.2,4.5
"STER_001_159",159,8.2,13.5
"STER_001_188",188,4.7,16.5
"STER_001_151",151,4.2,13.5
"STER_001_158",158,7.7,13.5
"STER_001_017",17,9.2,1.5
"STER_001_026",26,13.7,1.5
"STER_001_160",160,8.7,13.5
"STER_001_029",29,15.2,1.5
"STER_001_103",103,16.2,7.5
"STER_001_044",44,4.7,4.5
"STER_001_027",27,14.2,1.5
"STER_001_080",80,4.7,7.5
"STER_001_045",45,5.2,4.5
"STER_001_030",30,15.7,1.5
"STER_001_195",195,8.2,16.5
"STER_001_037",37,1.2,4.5
"STER_001_048",48,6.7,4.5
"STER_001_007",7,4.2,1.5
"STER_001_061",61,13.2,4.5
"STER_001_013",13,7.2,1.5
"STER_001_140",140,16.7,10.5
"STER_001_050",50,7.7,4.5
"STER_001_099",99,14.2,7.5
"STER_001_023",23,12.2,1.5
"STER_001_082",82,5.7,7.5
"STER_001_079",79,4.2,7.5
"STER_001_163",163,10.2,13.5
"STER_001_058",58,11.7,4.5
"STER_001_047",47,6.2,4.5
"STER_001_165",165,11.2,13.5
"STER_001_122",122,7.7,10.5
"STER_001_100",100,14.7,7.5
"STER_001_120",120,6.7,10.5
"STER_001_006",6,3.7,1.5
"STER_001_008",8,4.7,1.5
"STER_001_094",94,11.7,7.5
"STER_001_010",10,5.7,1.5
"STER_001_077",77,3.2,7.5
"STER_001_119",119,6.2,10.5
"STER_001_149",149,3.2,13.5
