"clip_ID","grid_ID","x_coord","y_coord"
"STER_005_208",208,14.7,16.5
"STER_005_180",180,18.7,13.5
"STER_005_163",163,10.2,13.5
"STER_005_045",45,5.2,4.5
"STER_005_141",141,17.2,10.5
"STER_005_147",147,2.2,13.5
"STER_005_178",178,17.7,13.5
"STER_005_169",169,13.2,13.5
"STER_005_075",75,2.2,7.5
"STER_005_158",158,7.7,13.5
"STER_005_065",65,15.2,4.5
"STER_005_179",179,18.2,13.5
"STER_005_060",60,12.7,4.5
"STER_005_175",175,16.2,13.5
"STER_005_192",192,6.7,16.5
"STER_005_142",142,17.7,10.5
"STER_005_027",27,14.2,1.5
"STER_005_097",97,13.2,7.5
"STER_005_064",64,14.7,4.5
"STER_005_186",186,3.7,16.5
"STER_005_050",50,7.7,4.5
"STER_005_057",57,11.2,4.5
"STER_005_083",83,6.2,7.5
"STER_005_115",115,4.2,10.5
"STER_005_197",197,9.2,16.5
"STER_005_096",96,12.7,7.5
"STER_005_205",205,13.2,16.5
"STER_005_153",153,5.2,13.5
"STER_005_026",26,13.7,1.5
"STER_005_125",125,9.2,10.5
"STER_005_166",166,11.7,13.5
"STER_005_072",72,18.7,4.5
"STER_005_025",25,13.2,1.5
"STER_005_020",20,10.7,1.5
"STER_005_207",207,14.2,16.5
"STER_005_063",63,14.2,4.5
"STER_005_053",53,9.2,4.5
"STER_005_193",193,7.2,16.5
"STER_005_091",91,10.2,7.5
"STER_005_190",190,5.7,16.5
"STER_005_054",54,9.7,4.5
"STER_005_146",146,1.7,13.5
"STER_005_156",156,6.7,13.5
"STER_005_016",16,8.7,1.5
"STER_005_092",92,10.7,7.5
"STER_005_103",103,16.2,7.5
"STER_005_150",150,3.7,13.5
"STER_005_118",118,5.7,10.5
"STER_005_148",148,2.7,13.5
"STER_005_151",151,4.2,13.5
"STER_005_093",93,11.2,7.5
"STER_005_100",100,14.7,7.5
"STER_005_188",188,4.7,16.5
"STER_005_126",126,9.7,10.5
"STER_005_136",136,14.7,10.5
"STER_005_196",196,8.7,16.5
"STER_005_165",165,11.2,13.5
"STER_005_162",162,9.7,13.5
"STER_005_058",58,11.7,4.5
"STER_005_155",155,6.2,13.5
"STER_005_017",17,9.2,1.5
"STER_005_164",164,10.7,13.5
"STER_005_114",114,3.7,10.5
"STER_005_116",116,4.7,10.5
"STER_005_202",202,11.7,16.5
"STER_005_073",73,1.2,7.5
"STER_005_040",40,2.7,4.5
"STER_005_018",18,9.7,1.5
"STER_005_176",176,16.7,13.5
"STER_005_010",10,5.7,1.5
"STER_005_177",177,17.2,13.5
"STER_005_038",38,1.7,4.5
"STER_005_170",170,13.7,13.5
"STER_005_070",70,17.7,4.5
"STER_005_042",42,3.7,4.5
"STER_005_094",94,11.7,7.5
"STER_005_194",194,7.7,16.5
"STER_005_138",138,15.7,10.5
"STER_005_174",174,15.7,13.5
"STER_005_117",117,5.2,10.5
"STER_005_013",13,7.2,1.5
"STER_005_011",11,6.2,1.5
"STER_005_015",15,8.2,1.5
"STER_005_122",122,7.7,10.5
"STER_005_082",82,5.7,7.5
"STER_005_161",161,9.2,13.5
"STER_005_006",6,3.7,1.5
"STER_005_028",28,14.7,1.5
"STER_005_144",144,18.7,10.5
"STER_005_168",168,12.7,13.5
"STER_005_101",101,15.2,7.5
"STER_005_134",134,13.7,10.5
"STER_005_030",30,15.7,1.5
"STER_005_206",206,13.7,16.5
"STER_005_121",121,7.2,10.5
"STER_005_211",211,16.2,16.5
"STER_005_049",49,7.2,4.5
"STER_005_143",143,18.2,10.5
"STER_005_044",44,4.7,4.5
"STER_005_159",159,8.2,13.5
"STER_005_037",37,1.2,4.5
"STER_005_066",66,15.7,4.5
"STER_005_080",80,4.7,7.5
"STER_005_167",167,12.2,13.5
"STER_005_187",187,4.2,16.5
"STER_005_077",77,3.2,7.5
"STER_005_099",99,14.2,7.5
"STER_005_062",62,13.7,4.5
"STER_005_046",46,5.7,4.5
"STER_005_023",23,12.2,1.5
"STER_005_152",152,4.7,13.5
"STER_005_055",55,10.2,4.5
"STER_005_051",51,8.2,4.5
"STER_005_022",22,11.7,1.5
"STER_005_173",173,15.2,13.5
"STER_005_200",200,10.7,16.5
"STER_005_041",41,3.2,4.5
"STER_005_123",123,8.2,10.5
"STER_005_149",149,3.2,13.5
"STER_005_199",199,10.2,16.5
"STER_005_079",79,4.2,7.5
"STER_005_007",7,4.2,1.5
"STER_005_021",21,11.2,1.5
"STER_005_189",189,5.2,16.5
"STER_005_191",191,6.2,16.5
"STER_005_074",74,1.7,7.5
"STER_005_198",198,9.7,16.5
"STER_005_031",31,16.2,1.5
"STER_005_047",47,6.2,4.5
"STER_005_039",39,2.2,4.5
"STER_005_209",209,15.2,16.5
"STER_005_154",154,5.7,13.5
"STER_005_139",139,16.2,10.5
"STER_005_120",120,6.7,10.5
"STER_005_137",137,15.2,10.5
"STER_005_204",204,12.7,16.5
"STER_005_140",140,16.7,10.5
"STER_005_071",71,18.2,4.5
"STER_005_172",172,14.7,13.5
"STER_005_009",9,5.2,1.5
"STER_005_124",124,8.7,10.5
"STER_005_043",43,4.2,4.5
"STER_005_019",19,10.2,1.5
"STER_005_067",67,16.2,4.5
"STER_005_160",160,8.7,13.5
"STER_005_029",29,15.2,1.5
"STER_005_119",119,6.2,10.5
"STER_005_145",145,1.2,13.5
"STER_005_048",48,6.7,4.5
"STER_005_076",76,2.7,7.5
"STER_005_061",61,13.2,4.5
"STER_005_203",203,12.2,16.5
"STER_005_171",171,14.2,13.5
"STER_005_095",95,12.2,7.5
"STER_005_008",8,4.7,1.5
"STER_005_201",201,11.2,16.5
"STER_005_098",98,13.7,7.5
"STER_005_014",14,7.7,1.5
"STER_005_068",68,16.7,4.5
"STER_005_102",102,15.7,7.5
"STER_005_052",52,8.7,4.5
"STER_005_012",12,6.7,1.5
"STER_005_059",59,12.2,4.5
"STER_005_157",157,7.2,13.5
"STER_005_069",69,17.2,4.5
"STER_005_195",195,8.2,16.5
"STER_005_078",78,3.7,7.5
"STER_005_210",210,15.7,16.5
"STER_005_024",24,12.7,1.5
"STER_005_135",135,14.2,10.5
"STER_005_056",56,10.7,4.5
"STER_005_081",81,5.2,7.5
