"clipID","subplotID","xCoord","yCoord","status","eventDate"
"DSNY_035_161",NA,9.2,13.5,"",""
"DSNY_035_189",NA,5.2,16.5,"",""
"DSNY_035_052",NA,8.7,4.5,"",""
"DSNY_035_141",NA,17.2,10.5,"",""
"DSNY_035_048",NA,6.7,4.5,"",""
"DSNY_035_049",NA,7.2,4.5,"",""
"DSNY_035_066",NA,15.7,4.5,"",""
"DSNY_035_153",NA,5.2,13.5,"",""
"DSNY_035_081",NA,5.2,7.5,"",""
"DSNY_035_152",NA,4.7,13.5,"",""
"DSNY_035_193",NA,7.2,16.5,"",""
"DSNY_035_178",NA,17.7,13.5,"",""
"DSNY_035_075",NA,2.2,7.5,"",""
"DSNY_035_068",NA,16.7,4.5,"",""
"DSNY_035_017",NA,9.2,1.5,"",""
"DSNY_035_176",NA,16.7,13.5,"",""
"DSNY_035_020",NA,10.7,1.5,"",""
"DSNY_035_100",NA,14.7,7.5,"",""
"DSNY_035_079",NA,4.2,7.5,"",""
"DSNY_035_171",NA,14.2,13.5,"",""
"DSNY_035_039",NA,2.2,4.5,"",""
"DSNY_035_198",NA,9.7,16.5,"",""
"DSNY_035_078",NA,3.7,7.5,"",""
"DSNY_035_203",NA,12.2,16.5,"",""
"DSNY_035_057",NA,11.2,4.5,"",""
"DSNY_035_202",NA,11.7,16.5,"",""
"DSNY_035_162",NA,9.7,13.5,"",""
"DSNY_035_029",NA,15.2,1.5,"",""
"DSNY_035_102",NA,15.7,7.5,"",""
"DSNY_035_091",NA,10.2,7.5,"",""
"DSNY_035_082",NA,5.7,7.5,"",""
"DSNY_035_115",NA,4.2,10.5,"",""
"DSNY_035_149",NA,3.2,13.5,"",""
"DSNY_035_164",NA,10.7,13.5,"",""
"DSNY_035_134",NA,13.7,10.5,"",""
"DSNY_035_207",NA,14.2,16.5,"",""
"DSNY_035_053",NA,9.2,4.5,"",""
"DSNY_035_056",NA,10.7,4.5,"",""
"DSNY_035_157",NA,7.2,13.5,"",""
"DSNY_035_008",NA,4.7,1.5,"",""
"DSNY_035_173",NA,15.2,13.5,"",""
"DSNY_035_188",NA,4.7,16.5,"",""
"DSNY_035_119",NA,6.2,10.5,"",""
"DSNY_035_142",NA,17.7,10.5,"",""
"DSNY_035_015",NA,8.2,1.5,"",""
"DSNY_035_041",NA,3.2,4.5,"",""
"DSNY_035_074",NA,1.7,7.5,"",""
"DSNY_035_083",NA,6.2,7.5,"",""
"DSNY_035_194",NA,7.7,16.5,"",""
"DSNY_035_139",NA,16.2,10.5,"",""
"DSNY_035_077",NA,3.2,7.5,"",""
"DSNY_035_025",NA,13.2,1.5,"",""
"DSNY_035_014",NA,7.7,1.5,"",""
"DSNY_035_138",NA,15.7,10.5,"",""
"DSNY_035_101",NA,15.2,7.5,"",""
"DSNY_035_200",NA,10.7,16.5,"",""
"DSNY_035_058",NA,11.7,4.5,"",""
"DSNY_035_027",NA,14.2,1.5,"",""
"DSNY_035_175",NA,16.2,13.5,"",""
"DSNY_035_103",NA,16.2,7.5,"",""
"DSNY_035_172",NA,14.7,13.5,"",""
"DSNY_035_124",NA,8.7,10.5,"",""
"DSNY_035_168",NA,12.7,13.5,"",""
"DSNY_035_070",NA,17.7,4.5,"",""
"DSNY_035_123",NA,8.2,10.5,"",""
"DSNY_035_154",NA,5.7,13.5,"",""
"DSNY_035_026",NA,13.7,1.5,"",""
"DSNY_035_120",NA,6.7,10.5,"",""
"DSNY_035_042",NA,3.7,4.5,"",""
"DSNY_035_191",NA,6.2,16.5,"",""
"DSNY_035_190",NA,5.7,16.5,"",""
"DSNY_035_143",NA,18.2,10.5,"",""
"DSNY_035_166",NA,11.7,13.5,"",""
"DSNY_035_064",NA,14.7,4.5,"",""
"DSNY_035_146",NA,1.7,13.5,"",""
"DSNY_035_010",NA,5.7,1.5,"",""
"DSNY_035_062",NA,13.7,4.5,"",""
"DSNY_035_065",NA,15.2,4.5,"",""
"DSNY_035_028",NA,14.7,1.5,"",""
"DSNY_035_093",NA,11.2,7.5,"",""
"DSNY_035_205",NA,13.2,16.5,"",""
"DSNY_035_054",NA,9.7,4.5,"",""
"DSNY_035_151",NA,4.2,13.5,"",""
"DSNY_035_021",NA,11.2,1.5,"",""
"DSNY_035_097",NA,13.2,7.5,"",""
"DSNY_035_094",NA,11.7,7.5,"",""
"DSNY_035_098",NA,13.7,7.5,"",""
"DSNY_035_011",NA,6.2,1.5,"",""
"DSNY_035_174",NA,15.7,13.5,"",""
"DSNY_035_043",NA,4.2,4.5,"",""
"DSNY_035_060",NA,12.7,4.5,"",""
"DSNY_035_140",NA,16.7,10.5,"",""
"DSNY_035_092",NA,10.7,7.5,"",""
"DSNY_035_179",NA,18.2,13.5,"",""
"DSNY_035_007",NA,4.2,1.5,"",""
"DSNY_035_122",NA,7.7,10.5,"",""
"DSNY_035_059",NA,12.2,4.5,"",""
"DSNY_035_192",NA,6.7,16.5,"",""
"DSNY_035_016",NA,8.7,1.5,"",""
"DSNY_035_047",NA,6.2,4.5,"",""
"DSNY_035_126",NA,9.7,10.5,"",""
"DSNY_035_046",NA,5.7,4.5,"",""
"DSNY_035_050",NA,7.7,4.5,"",""
"DSNY_035_137",NA,15.2,10.5,"",""
"DSNY_035_031",NA,16.2,1.5,"",""
"DSNY_035_195",NA,8.2,16.5,"",""
"DSNY_035_067",NA,16.2,4.5,"",""
"DSNY_035_148",NA,2.7,13.5,"",""
"DSNY_035_018",NA,9.7,1.5,"",""
"DSNY_035_095",NA,12.2,7.5,"",""
"DSNY_035_045",NA,5.2,4.5,"",""
"DSNY_035_069",NA,17.2,4.5,"",""
"DSNY_035_187",NA,4.2,16.5,"",""
"DSNY_035_135",NA,14.2,10.5,"",""
"DSNY_035_145",NA,1.2,13.5,"",""
"DSNY_035_022",NA,11.7,1.5,"",""
"DSNY_035_169",NA,13.2,13.5,"",""
"DSNY_035_136",NA,14.7,10.5,"",""
"DSNY_035_147",NA,2.2,13.5,"",""
"DSNY_035_197",NA,9.2,16.5,"",""
"DSNY_035_155",NA,6.2,13.5,"",""
"DSNY_035_165",NA,11.2,13.5,"",""
"DSNY_035_209",NA,15.2,16.5,"",""
"DSNY_035_006",NA,3.7,1.5,"",""
"DSNY_035_196",NA,8.7,16.5,"",""
"DSNY_035_073",NA,1.2,7.5,"",""
"DSNY_035_204",NA,12.7,16.5,"",""
"DSNY_035_037",NA,1.2,4.5,"",""
"DSNY_035_063",NA,14.2,4.5,"",""
"DSNY_035_071",NA,18.2,4.5,"",""
"DSNY_035_114",NA,3.7,10.5,"",""
"DSNY_035_024",NA,12.7,1.5,"",""
"DSNY_035_208",NA,14.7,16.5,"",""
"DSNY_035_170",NA,13.7,13.5,"",""
"DSNY_035_167",NA,12.2,13.5,"",""
"DSNY_035_038",NA,1.7,4.5,"",""
"DSNY_035_019",NA,10.2,1.5,"",""
"DSNY_035_012",NA,6.7,1.5,"",""
"DSNY_035_159",NA,8.2,13.5,"",""
"DSNY_035_076",NA,2.7,7.5,"",""
"DSNY_035_156",NA,6.7,13.5,"",""
"DSNY_035_044",NA,4.7,4.5,"",""
"DSNY_035_023",NA,12.2,1.5,"",""
"DSNY_035_199",NA,10.2,16.5,"",""
"DSNY_035_206",NA,13.7,16.5,"",""
"DSNY_035_186",NA,3.7,16.5,"",""
"DSNY_035_121",NA,7.2,10.5,"",""
"DSNY_035_163",NA,10.2,13.5,"",""
"DSNY_035_211",NA,16.2,16.5,"",""
"DSNY_035_144",NA,18.7,10.5,"",""
"DSNY_035_210",NA,15.7,16.5,"",""
"DSNY_035_160",NA,8.7,13.5,"",""
