"clipID","subplotID","xCoord","yCoord","status","eventDate"
"HARV_006_176",NA,16.7,13.5,"",""
"HARV_006_041",NA,3.2,4.5,"",""
"HARV_006_210",NA,15.7,16.5,"",""
"HARV_006_074",NA,1.7,7.5,"",""
"HARV_006_040",NA,2.7,4.5,"",""
"HARV_006_054",NA,9.7,4.5,"",""
"HARV_006_027",NA,14.2,1.5,"",""
"HARV_006_164",NA,10.7,13.5,"",""
"HARV_006_167",NA,12.2,13.5,"",""
"HARV_006_197",NA,9.2,16.5,"",""
"HARV_006_097",NA,13.2,7.5,"",""
"HARV_006_188",NA,4.7,16.5,"",""
"HARV_006_052",NA,8.7,4.5,"",""
"HARV_006_191",NA,6.2,16.5,"",""
"HARV_006_204",NA,12.7,16.5,"",""
"HARV_006_071",NA,18.2,4.5,"",""
"HARV_006_196",NA,8.7,16.5,"",""
"HARV_006_039",NA,2.2,4.5,"",""
"HARV_006_048",NA,6.7,4.5,"",""
"HARV_006_153",NA,5.2,13.5,"",""
"HARV_006_149",NA,3.2,13.5,"",""
"HARV_006_047",NA,6.2,4.5,"",""
"HARV_006_077",NA,3.2,7.5,"",""
"HARV_006_061",NA,13.2,4.5,"",""
"HARV_006_051",NA,8.2,4.5,"",""
"HARV_006_008",NA,4.7,1.5,"",""
"HARV_006_200",NA,10.7,16.5,"",""
"HARV_006_186",NA,3.7,16.5,"",""
"HARV_006_159",NA,8.2,13.5,"",""
"HARV_006_065",NA,15.2,4.5,"",""
"HARV_006_037",NA,1.2,4.5,"",""
"HARV_006_157",NA,7.2,13.5,"",""
"HARV_006_190",NA,5.7,16.5,"",""
"HARV_006_049",NA,7.2,4.5,"",""
"HARV_006_031",NA,16.2,1.5,"",""
"HARV_006_118",NA,5.7,10.5,"",""
"HARV_006_122",NA,7.7,10.5,"",""
"HARV_006_144",NA,18.7,10.5,"",""
"HARV_006_009",NA,5.2,1.5,"",""
"HARV_006_080",NA,4.7,7.5,"",""
"HARV_006_174",NA,15.7,13.5,"",""
"HARV_006_069",NA,17.2,4.5,"",""
"HARV_006_139",NA,16.2,10.5,"",""
"HARV_006_154",NA,5.7,13.5,"",""
